Name	Mean(log(AA))	Mean(log(EA))	logFC	M-W U test pval	Adj pval
POMGNT1	10.370224067772348	10.289632693320632	0.08059137445171594	0.003900486027691219	0.008739622482321909
UMPS	9.302600629344044	9.222019741997412	0.08058088734663116	0.007759882202514112	0.016085018742566244
KHSRP	11.638318531741788	11.557776406005956	0.08054212573583186	0.004823787134852653	0.010561530572245315
CSTF3	9.343609424146832	9.263089404574176	0.08052001957265631	0.0017319581887192959	0.004242994691008315
HPGD	6.69827394631398	6.617761923608498	0.08051202270548252	0.5765629661177847	0.6544729954460916
SCAMP3	10.980156867709333	10.899656448371832	0.08050041933750052	0.01875942752565718	0.035098283757681176
PSMA5	11.43188316549682	11.351401035332604	0.08048213016421712	0.0015615312402709192	0.0038707781336346776
SSX4B	0.666822964596161	0.5863410258042364	0.08048193879192456	0.7985812556695225	0.8446837952060713
RPSAP58	10.069529121251863	9.98909390313597	0.08043521811589294	0.2736009606771964	0.3566290220335744
C6orf57	7.87309576506474	7.792699575377483	0.08039618968725648	0.0012802845054811218	0.0032423518966284847
GBX1	0.39141383644356365	0.3110412206292641	0.08037261581429955	0.1289352379315607	0.18827522075124947
SLC9A5	4.278375190497508	4.198013562253492	0.08036162824401583	0.36517216539908703	0.4522929458819487
ASB6	8.168834560721866	8.088547626091557	0.08028693463030834	7.458163972395848E-4	0.001997765587075646
WIBG	9.879574156102036	9.79932559672493	0.08024855937710562	0.003262098252700185	0.007455055010437417
FAM136A	9.726770529535495	9.646558832654243	0.08021169688125163	8.714925019840392E-4	0.0022955772991225514
PCYOX1L	7.3233892831797895	7.243187185255633	0.08020209792415667	0.0032424549929819246	0.007418541499018444
STAP2	9.988090234132398	9.907892627408998	0.08019760672340048	0.014535771266061759	0.028066737308897027
CNP	10.3548430838332	10.274678751904137	0.08016433192906369	0.004343839694016749	0.009618238116405232
VAC14	9.6251341189952	9.544974039388846	0.08016007960635463	0.01089979625636861	0.021775678962372216
USF1	10.273946065585303	10.193788507897924	0.08015755768737876	0.008039667186230504	0.01661391340016225
ODF3B	9.428274021035827	9.348164475683323	0.0801095453525047	0.18831550263321506	0.2598773913735025
KDM4D	3.9978740171301634	3.917787047510745	0.08008696961941864	0.027910473354914922	0.04970717198706342
COA3	11.459349570958743	11.379305186693342	0.08004438426540084	0.025679489565668456	0.04622663477018423
KAT8	10.009417163851461	9.929397348650353	0.08001981520110846	0.001681226208165909	0.004130935200096808
ACACA	9.113138789682303	9.033201521933112	0.07993726774919097	0.12076261910645136	0.1778097517314813
PRR5L	7.439800088567487	7.359873482489479	0.07992660607800772	0.49899856546526034	0.5831095203242426
ABCF3	10.182578573368458	10.102658943185158	0.07991963018329962	9.010921734664556E-6	3.744168529128699E-5
TTLL9	3.403047705884798	3.32313164518347	0.07991606070132828	0.6721457401356572	0.7394658825269173
VPS51	10.877353862188114	10.797496731695116	0.07985713049299825	0.009898860250675323	0.01995329749698937
DNAH8	0.6523838228198329	0.5726672911663195	0.07971653165351333	0.2211863659077571	0.29816773470851754
C1QBP	11.562354037948406	11.48269047088624	0.07966356706216615	0.0038829537869907726	0.008704622645085666
BTN1A1	0.96736713585746	0.8877868784108142	0.07958025744664587	0.2735613148479459	0.35660286779835304
S100A5	3.40102216806812	3.321454258630351	0.07956790943776904	0.018400664624013796	0.03452636556073967
PNPLA3	3.5251411598302864	3.445578465132167	0.07956269469811961	0.4036105296760265	0.4911502717132029
ABHD16A	10.175134593576292	10.095652762533636	0.07948183104265638	0.0017128370243737479	0.004202369377326511
OGG1	8.635673651558774	8.55621174721115	0.07946190434762457	0.002974152735442881	0.006858099470484395
FLJ00104	4.976429663809397	4.896971333738996	0.07945833007040104	0.19008394750903979	0.26203987979976023
ARHGEF18	8.55100861321363	8.471584506349389	0.0794241068642414	0.003633324322925069	0.008202566328140742
MTX2	9.941412619742886	9.862064171517158	0.07934844822572806	1.735232562203315E-4	5.375413407526241E-4
PAK1IP1	8.415357642241048	8.336060222687804	0.0792974195532441	0.03873560705851142	0.06626459475386155
NME4	11.53807172731564	11.458782359729213	0.07928936758642635	0.03020764202132742	0.05323092176994823
KIF11	6.851587805517336	6.772374962271223	0.079212843246113	0.22927155539316468	0.3074737530795519
AKAP7	6.895535951701885	6.816444142589554	0.07909180911233094	0.08887067643320101	0.1364912092428282
ZNF326	8.42152476561697	8.342463927509414	0.07906083810755682	0.005971280419922453	0.012754979944596262
IFT74	7.8537908674461505	7.774732350870168	0.07905851657598273	0.07005426507540002	0.1111058325832261
COX7C	14.192869955883411	14.113860293580657	0.07900966230275408	0.020298673296006764	0.037549968315578997
PVRL2	11.20047069075845	11.121484897361414	0.07898579339703637	0.012149475986480529	0.023967315496726968
POLE2	6.730112697087473	6.651131421128753	0.07898127595872051	0.10940081227459109	0.1634058552566926
REG3G	1.0497848463915236	0.9708372792567864	0.07894756713473716	0.8948807515786689	0.9223820390373375
DGAT2	7.30716193504327	7.228236137386903	0.07892579765636754	0.3949401317620722	0.48223081813712315
PPIB	13.837847547423946	13.758938140238481	0.07890940718546524	0.08028966567594753	0.12511640209552122
PITX2	3.8495158053847613	3.7706187086611043	0.07889709672365708	0.4544978398383256	0.541425605647278
PSMD14	10.164887941356884	10.08600014828315	0.07888779307373461	0.0016021291563872442	0.003956872280461689
SGOL2	5.958843641390944	5.879960466942701	0.07888317444824278	0.14104845969571034	0.20358016706120435
CALR3	1.118497575034262	1.0396246156123357	0.0788729594219264	0.20555784074281336	0.28009996116094216
AGBL2	5.399340383277818	5.320483696931277	0.07885668634654053	0.5070363713362025	0.590607380542048
WIPI2	10.248228764452769	10.169377318614737	0.07885144583803161	4.848897967094645E-4	0.001358739906849568
DUS3L	8.941502250510439	8.862658601035069	0.07884364947537037	0.017231329491296576	0.03256714120957796
NMNAT3	7.034651528106119	6.955810775542792	0.07884075256332679	0.23300782951740262	0.3115841640753752
CYTH1	9.568138866127645	9.489329148160609	0.07880971796703662	0.023362260867375917	0.04249121384083431
TCP11	1.9913373682418276	1.912595257107964	0.07874211113386353	0.32605074756006736	0.4122204938954493
RPS6KL1	6.554648975126204	6.475916697689196	0.07873227743700806	0.0719403113177326	0.11370102835360116
KIAA1522	9.944327698853659	9.865673024553937	0.07865467429972206	0.6248104074651607	0.697501970133352
CBY3	2.5006191146155916	2.4219792716620403	0.07863984295355131	0.17363775595956132	0.24273033554924245
MKS1	8.466456650161163	8.387820355018862	0.0786362951423012	0.012530022284485298	0.02464061827502929
TMED9	12.339753464230494	12.261141793029653	0.07861167120084112	0.0017008975796188874	0.004174763708897463
USP19	9.245493560845473	9.16688217226959	0.07861138857588301	0.0028755120340335782	0.006657618251184786
SERF1B	9.992040320965339	9.913437165539678	0.07860315542566099	0.01646359014476173	0.03135364464251811
RNF31	10.10964125990372	10.031038112337715	0.07860314756600495	0.006445729117325216	0.01367062055254767
E2F7	4.354393648504048	4.275791478855134	0.07860216964891364	0.1376191081611038	0.19926214007235032
THOC7	10.561950455991111	10.483361190652923	0.07858926533818789	0.0015928778681670863	0.003937761875262519
TUBG1	9.960313870624017	9.881744515305376	0.07856935531864018	0.016045325887129036	0.030661535653413126
SPDYE4	0.41256065396914005	0.3340243392249507	0.07853631474418937	0.06096079553160205	0.09849343578970339
ROR2	6.26859591826325	6.190154705194505	0.07844121306874463	0.3411887622954143	0.42788388231125773
TCEAL5	1.9639446623149597	1.885510772384406	0.07843388993055367	0.7189225675749973	0.7795319004927275
DPYSL4	4.450423427747147	4.3720215731606755	0.07840185458647131	0.4130649503660607	0.5007814456175408
FABP9	0.21931337568335368	0.14097871415979335	0.07833466152356033	0.6102801319287336	0.6848494523806825
BMS1	8.01015538877013	7.931861244059134	0.07829414471099572	0.0012186543997632082	0.0031014720414320215
VWA7	6.1070477896584086	6.028803920368039	0.07824386929036997	0.5361325763776799	0.6182515342867286
DNTTIP1	9.940986802817656	9.86278636481416	0.0782004380034973	0.0019023966642556234	0.004618294861293443
ILF2	12.03325110012536	11.955105806924458	0.0781452932009028	0.08208875758491807	0.12752712216467865
ASAH2	4.076300565396617	3.998166879536215	0.07813368586040248	0.02728967524579695	0.048754126503477935
REN	3.460767854758028	3.3826438475914893	0.07812400716653878	0.2865578504715277	0.37036346411095467
HIST1H2BG	6.564362074755706	6.486286397897346	0.0780756768583597	0.1925535076829339	0.2650230110279317
ATP5B	13.568273532325268	13.49020360175333	0.07806993057193701	0.031940115163094585	0.05587295911538551
HRSP12	9.549888182849902	9.471827931107478	0.07806025174242315	0.007367161643728748	0.015379498837183397
TNPO2	9.585627641105605	9.507596675664198	0.07803096544140686	0.0032009923783643535	0.007331045421877716
ANKRD11	9.827130331481813	9.749125538180174	0.07800479330163945	0.004537223392131695	0.009997811544767385
SIX2	4.46455831070355	4.3866555672547705	0.07790274344877979	0.47955999895602885	0.5649984927537326
DEF6	8.294033663147927	8.216151775729605	0.07788188741832158	0.11436465276883456	0.1696789455173943
SNRPC	11.595896865076504	11.518075735887543	0.07782112918896189	0.0030138158362554845	0.006938138542521159
EBNA1BP2	10.687779958707424	10.609987851439183	0.07779210726824104	1.3507440121285352E-4	4.297650235654242E-4
KLHDC7B	5.017030926762482	4.939251006478324	0.07777992028415781	0.9508679546249047	0.9640487217964017
VAV2	8.541569920640088	8.463824808873824	0.07774511176626397	0.03009064302162101	0.053055551428963295
NAP1L4	11.298071589525328	11.220359021752008	0.07771256777331992	1.9088106584352893E-5	7.344867887475911E-5
PROCA1	5.637577453915838	5.55988167368823	0.07769578022760726	0.07335775527665966	0.11561019722209465
PCDH19	3.549190771304252	3.471503911352515	0.07768685995173685	0.5767276983958917	0.6545783898283671
DPPA4	0.9395134729777035	0.8618511854699336	0.07766228750776993	0.22503585262300319	0.30252845264413775
FUT9	1.1738780541676064	1.0962288261553585	0.07764922801224783	0.07260056915851443	0.11465500914974547
PPIA	15.59107623867158	15.51345309816195	0.0776231405096297	1.851575098166247E-4	5.687449095598531E-4
HSPB1	14.313923795020267	14.236303398399084	0.07762039662118347	0.16819094290164005	0.23642277339647028
CLEC2L	2.0110471951242457	1.9334486955131651	0.07759849961108056	0.20211239301394424	0.27604538297853143
AC079354.2	0.23396994083069556	0.15640289532314727	0.07756704550754828	0.6401134912097673	0.7113587321157117
ACSF3	8.768071663068687	8.690518856079606	0.07755280698908074	8.020056764364014E-4	0.002130958234632714
CCAR1	9.962197192715044	9.884694686879067	0.07750250583597662	8.743279800810244E-4	0.0023020472998750347
YOD1	6.509437805693037	6.431976004321146	0.07746180137189107	0.12873776784075563	0.18804717901153686
A4GALT	8.838117637393294	8.760685777658413	0.07743185973488131	0.26942034586379404	0.3522132897043584
POLR2H	11.220829303853941	11.14342095303311	0.07740835082083208	8.619155256339717E-4	0.0022723227493986523
HOXD3	4.821794634089895	4.744388312003639	0.0774063220862562	0.5043752416209676	0.5882601281076568
RBBP6	9.391883253434811	9.31448269361509	0.07740055981972027	0.0019970217135785173	0.004819101556604208
NUMBL	8.06372304611896	7.986354845649875	0.07736820046908566	0.2007503113562511	0.2744999377145465
ERMARD	8.770179084883372	8.692834212714114	0.07734487216925778	0.006193056298292476	0.013182321330587025
BCCIP	10.332309710771407	10.254970025171492	0.07733968559991489	8.179657075728652E-4	0.00216743655846312
DGKZ	9.946524394719912	9.869229600961205	0.07729479375870696	0.015619595544385745	0.029937284156425298
MRPL13	10.201591843891078	10.124311523933455	0.07728031995762308	0.0029091046212169624	0.006727696934806771
RBM20	3.567523352663084	3.4902496572113066	0.07727369545177742	0.957186310993447	0.9688366084484331
NXPE2	1.1851788342371392	1.1079820249129755	0.07719680932416373	0.30332453128076553	0.3879588709660301
MORN1	7.27470990049465	7.197527930931451	0.077181969563199	0.22539341018109882	0.3028973425485664
LTB4R	6.883588352703047	6.806406524529797	0.07718182817324948	0.04066809781492864	0.06914829590192142
MASTL	7.3047798337988326	7.22762519092435	0.0771546428744827	0.01769678134887165	0.03332924321878495
FAM92A1	8.749350503108516	8.672207484923439	0.07714301818507785	0.043839504877001056	0.07388382943383832
PHB2	12.175874563384687	12.09873859778739	0.07713596559729652	1.9501208193706265E-4	5.956994357996956E-4
EVI5L	7.5286336201422905	7.451505369078787	0.0771282510635034	0.022727539758534365	0.04148681508293353
LCN8	1.193567536772505	1.1164393195859252	0.0771282171865797	0.37394050991718963	0.46119724640230164
AMPD2	9.401210321944406	9.324095241738313	0.07711508020609337	0.06883644456739935	0.10947946279464474
NUDT15	8.407175328204195	8.330087940958785	0.07708738724540964	0.010916758618446876	0.02180000087271431
SPINT2	13.442219701614604	13.365145708187184	0.07707399342742072	0.10341495124564026	0.15561373974102294
PTH1R	6.018554338166741	5.941513035698739	0.07704130246800212	0.5076351744260088	0.5911536413227491
SULT1A4	8.043789194778428	7.966781602116792	0.07700759266163626	0.28510108885060115	0.36868998296862515
NSUN7	6.163379838959351	6.08637457507942	0.07700526387993101	0.14644505893567727	0.21006616514172394
KIF1C	10.185986225177434	10.108985794672005	0.0770004305054286	0.02108186183287386	0.03879778372072542
CEND1	2.830310366176832	2.7533601680111577	0.07695019816567417	0.39447107160079486	0.4818637840226492
S100A6	15.1192600999053	15.042375254364208	0.07688484554109287	0.3282842340733948	0.41444007146434675
RAI1	8.33026983066071	8.253425691235064	0.07684413942564561	0.04941265636125025	0.08195094232320277
H1F0	11.65228698529498	11.575560850583742	0.07672613471123846	0.11888223033335932	0.1755662649068391
LRRC9	0.7300075215775671	0.6533214802903514	0.07668604128721568	0.47875444166899817	0.5643780109829629
PPARGC1B	4.3767878135141185	4.300132437351451	0.07665537616266782	0.42071513244778036	0.50849907035698
ANKRD20A3	2.10738359045777	2.030729063050305	0.07665452740746481	0.27336314461098454	0.35637004936687544
WDR13	11.08188304695877	11.005245280518592	0.07663776644017872	0.026450430660113433	0.047436262253272854
PSKH1	8.510514863485698	8.43388042176047	0.07663444172522738	0.025141067485172308	0.04534609259972202
MRPL24	11.356770959054417	11.280143555127239	0.07662740392717815	0.008615017802085512	0.01764668813537075
PCCA	9.071054585262612	8.994487092935492	0.07656749232712023	0.4960353400403196	0.5805781242168574
NPRL2	8.898407977050825	8.821867958711339	0.07654001833948598	0.0032541645758368265	0.0074397244859578555
HIST1H3I	0.9442969816551604	0.8677845548012325	0.0765124268539279	0.12216990568785335	0.17966394722118745
CBLN2	2.263133530668331	2.186658369780216	0.07647516088811468	0.004517539950693261	0.009961406235926612
JUP	11.917062691646498	11.840590830632395	0.07647186101410242	0.0469925955448901	0.07843727889868377
GBP3	8.84780374618361	8.771344797031013	0.0764589491525971	0.9745444086376504	0.9815208098356114
IFT27	9.497712666107814	9.421257297106429	0.07645536900138517	0.004053018753331972	0.009039135137849848
C15orf39	8.468296739383364	8.391848426856079	0.07644831252728501	0.0825516000881309	0.12809318742481382
MAGEA6	1.706008298123157	1.6295767702678057	0.07643152785535134	0.4803662952030393	0.5657654380286976
DNAJC30	7.784238623102673	7.707821990608265	0.076416632494408	0.0033822518820219027	0.007699696409422862
CTBP2	10.245762596368026	10.169357331188621	0.07640526517940494	0.026427895275125568	0.047405183566491364
CHRNA3	2.2824590176970796	2.2060641490926067	0.07639486860447287	0.5800269943986034	0.6572989622293177
HIST2H2AA3	6.86518555013401	6.788857065944195	0.07632848418981464	0.2528494775741701	0.3337847699029273
NBPF9	8.809461658920384	8.733133811079506	0.07632784784087754	0.06390405227427631	0.10257540983775078
SLC3A2	11.998968696781363	11.922698632104314	0.07627006467704867	0.028362253262241732	0.05036892797776172
DCDC2B	2.093927034860494	2.01766328822698	0.0762637466335141	0.7622443830681869	0.8158680402255549
C16orf95	6.281026416640081	6.204773898797589	0.07625251784249265	0.19008394750903979	0.26203987979976023
LSM6	9.541636081387303	9.465385067517921	0.07625101386938127	0.0016810530633244447	0.004130935200096808
KIAA1919	5.164591803216544	5.088342254922541	0.07624954829400288	0.046526054150345164	0.07775119271298277
TAB1	8.50553754682311	8.429325468086045	0.07621207873706481	0.0019867021817395747	0.004796741367339406
KAZN	7.784553254361671	7.708359789053863	0.07619346530780824	0.2526993209169516	0.3336832970228772
RAE1	9.515426106431502	9.439289197008323	0.07613690942317852	0.005288836589755763	0.011459880068129917
CENPH	7.653831951189121	7.577719899379998	0.0761120518091225	0.06542353298485848	0.10470064874518828
CTD-2192J16.22	6.8321259585119885	6.756067952877133	0.07605800563485587	0.15453269455943264	0.22026684145858863
MRPL11	10.547578372246532	10.471632780503558	0.07594559174297366	0.0013749720617464156	0.003453453480695866
INSIG1	9.03730968888507	8.961417733070695	0.07589195581437558	0.35219241696906156	0.43905320677942017
FAM129B	11.106255459042645	11.030462930834052	0.07579252820859317	0.020108907091926476	0.03726326983701312
MITD1	9.492354411716383	9.416602724904008	0.07575168681237443	0.0013580911102981652	0.003415293468758656
PISD	9.364305370242878	9.288558446572466	0.0757469236704118	0.020386783372279726	0.03768999073961612
HMGN1	12.338004566277421	12.262319450393008	0.07568511588441318	0.007325452661144705	0.015299443103757724
RP11-474G23.1	0.7945229966316798	0.7188659331338924	0.07565706349778745	0.42504372867145457	0.5129478753273163
HIST1H2BK	11.335471175838084	11.259892071685963	0.07557910415212099	0.3099600723311301	0.3951139383561658
PPP2R2D	9.105201959662182	9.029627978868469	0.07557398079371325	0.004096578168455101	0.009126224049407253
TLE2	8.837667223304766	8.76210426192899	0.0755629613757769	0.15470745609990877	0.22049868449612917
ISL2	1.983461651188038	1.9079863319286174	0.07547531925942064	0.33433388822930443	0.42082305428378547
EIF2B5	10.213587732017395	10.13811595916476	0.07547177285263551	0.0043839854683270785	0.009697438986449244
KRTAP11-1	0.1715282200253066	0.09607419640594324	0.07545402361936336	0.5220386478675911	0.6046789960544787
IQCC	6.439482865362955	6.364039148243937	0.07544371711901832	0.02881590605179296	0.05107993780565052
DMRT1	1.2483459271021324	1.1729488546859452	0.0753970724161872	0.2781196153251997	0.36163045843916924
KLK1	4.514807568872326	4.439429966145218	0.0753776027271087	0.8265625627457874	0.8668292866939008
GIT1	9.683945870099075	9.60860292965896	0.07534294044011425	0.02990562158345711	0.05275997096560311
PINX1	7.917131301561124	7.841840975450762	0.07529032611036168	0.009319863034866316	0.01893711319770003
GMIP	7.9852241585007375	7.9099489975546575	0.07527516094608	0.016977568185002845	0.032167652079200144
HIST1H2AG	4.3439390844850845	4.268722970958625	0.07521611352645952	0.19882515328242578	0.2723378227722276
NDUFB2	12.77661438585049	12.701445171211683	0.07516921463880699	0.001310376624794829	0.0033094687409185165
MECR	9.028049416228804	8.952893744703925	0.0751556715248789	0.0027757508566632616	0.006453718192461551
GLRX5	10.064596488794077	9.98945316985121	0.07514331894286741	0.0016626210635442007	0.0040893732227933735
RBM39	12.12804946796693	12.052958124528796	0.0750913434381335	0.049611959250800086	0.08220662377177429
HSF2	7.563858937131071	7.4887697100827895	0.07508922704828169	0.0028823156001529515	0.00667167408617
MBOAT1	8.060334434657676	7.985270468050243	0.07506396660743331	0.38385827701805686	0.4711117286240887
TRMT11	8.1033413906453	8.02839984661537	0.07494154402992947	0.005349232045054997	0.011576373961042323
PNLIPRP3	0.5666165210135159	0.4916863725758625	0.07493014843765339	0.3669475202438448	0.4541212448138694
ZFPL1	9.93885686039981	9.863948319767434	0.07490854063237506	0.005411255132141912	0.011694526933258396
PEBP1	12.766771354297202	12.691920180676265	0.07485117362093696	0.1519033719273163	0.2170627076924507
ARHGEF38	5.33048152023595	5.255640579940153	0.0748409402957968	0.5413119810496672	0.6225686011289256
KIAA0226L	5.98865838797302	5.9138346643001025	0.07482372367291745	0.9751216618222209	0.9818607676843195
KRTAP1-5	0.5876805578822971	0.5129057034492225	0.07477485443307463	0.5664952559786987	0.6459031867453865
GPKOW	8.952062559739877	8.877288366465606	0.07477419327427093	0.0019338646559431405	0.004687813538404961
PRPF38A	9.399686707047344	9.324929855098516	0.07475685194882864	2.5755852640307886E-5	9.604040066438007E-5
TMEM186	8.256098611967502	8.18139421345365	0.0747043985138518	0.002411380849984379	0.005703385459729288
PPEF2	0.5307652853628987	0.45608374038604893	0.07468154497684976	0.00903229202779754	0.01840781127734584
MAN1B1	10.406367936810915	10.331704649521413	0.07466328728950167	0.010239332349984642	0.020568539117088492
PSPH	8.270157589164803	8.195628676720828	0.07452891244397541	0.022160541035136427	0.040553433815504886
NUP88	9.959416788910081	9.884922225181064	0.07449456372901686	0.002746282021235724	0.00639808563871664
ADORA1	6.262643646635293	6.188206890374453	0.07443675626083923	0.47922269896779157	0.5647472365472642
SPIN2B	7.726370211275551	7.651933508637526	0.0744367026380246	0.004692644695038273	0.010309100746204707
C17orf66	1.049062649884776	0.9746380928545132	0.07442455703026274	0.17271458139538132	0.2416438469979784
SCN11A	1.5027141600936769	1.4283002812382317	0.07441387885544515	0.1766804424038788	0.24628428756673867
PPP5C	10.13233204521591	10.057940496496581	0.07439154871932807	5.938043639486246E-5	2.0446899368939972E-4
USE1	9.740627988526105	9.666271585926955	0.07435640259915033	0.04942662058090852	0.08195917454425075
C1orf147	2.1267282901131077	2.0523924752129807	0.07433581490012697	0.2716103286843101	0.35473695223749824
COPS5	10.449865734894324	10.37555295243935	0.07431278245497452	0.0024246740439252124	0.00572961770961022
TMTC4	7.97002494467048	7.89572516828949	0.0742997763809905	0.0174384389902843	0.03290735166211353
TMEM106C	11.147981978104157	11.07377231447053	0.0742096636336278	0.009967353990196881	0.02007802796919208
GCAT	8.27293927118471	8.198734511714342	0.07420475947036742	0.283771259985238	0.3672832198742914
SUPT7L	9.311142940629644	9.236941539088862	0.07420140154078148	3.488388986977453E-4	0.001008741508904944
AL021920.2	0.5013060995644874	0.42710554092000363	0.07420055864448372	0.7065547867165327	0.7685709878900157
RANBP10	7.7162798343284695	7.642116919943326	0.07416291438514389	0.025857816757207108	0.04652465508617426
N6AMT2	7.9550004288829275	7.880910847415972	0.07408958146695532	0.04655924874680106	0.07779952639478309
ERICH2	5.16550532160421	5.091441145936383	0.07406417566782775	0.5634568478522175	0.6431233462700291
GRHL3	4.974891871989166	4.900838299125227	0.07405357286393865	0.29370893471298043	0.3776228110831486
TCEAL6	0.9334276142858281	0.859436128899228	0.07399148538660005	0.2422573971403852	0.3220431910015106
SYAP1	8.852219391286457	8.778283571724268	0.07393581956218931	0.007665826491243699	0.015928126874903623
TRMT6	8.215988053907896	8.142080646822224	0.073907407085672	0.014755936218902588	0.028455644898205627
FAM127B	10.976210753443457	10.902363053585324	0.073847699858133	0.006432790346011186	0.013647947085456164
CLN3	10.373654795812081	10.299824309270075	0.07383048654200586	0.030173190040143072	0.05319079827810334
SPINK8	1.492856764532689	1.419064158492533	0.07379260604015592	0.49409048077026196	0.578934300700509
AL356356.1	2.5357070463007374	2.461921858725265	0.07378518757547248	0.5220386478675911	0.6046789960544787
HS3ST6	1.8280939635928677	1.7543149445256994	0.07377901906716833	0.3951244976288816	0.4824031206554395
AC018755.1	3.8277748232133186	3.75401016490626	0.0737646583070588	0.0676088910736602	0.10776239490928578
LRRC1	8.417915717895534	8.34417190919478	0.0737438087007547	0.2116262918484848	0.28691565749606235
HINFP	8.57284699143087	8.499117689138899	0.07372930229197117	0.00616246078612781	0.013127937283537219
XPNPEP1	9.875784642280166	9.80205607258466	0.0737285696955059	9.702768779895621E-5	3.1994717548335875E-4
REV3L	7.558343265096218	7.484621045699903	0.07372221939631451	0.26230648419726155	0.3443390161487403
PACRG	4.188429928200439	4.114726391058024	0.07370353714241507	0.9812797793277444	0.9862619945428742
SENP3	10.20047074653596	10.126770725342732	0.07370002119322727	5.839483163806447E-4	0.0016093926661507722
ZSWIM1	7.440787599917931	7.36711120023302	0.0736763996849108	0.024101043107740083	0.04366575776742563
CCDC11	4.92009176192994	4.8464193898733035	0.07367237205663635	0.5638438584873671	0.6433525930944906
DGUOK	10.794932454860673	10.721289167886596	0.07364328697407707	3.58123465259208E-4	0.001032311577920338
PIK3C2G	1.8930731877944489	1.8194464692243724	0.07362671857007652	0.28360871290390277	0.36722942619309473
ATP13A2	9.636434891636307	9.562838187645673	0.07359670399063489	0.007736965336052726	0.016046647614188843
MTNR1A	0.9767695366401445	0.903214396278526	0.07355514036161859	0.916003289437893	0.9383009160670355
BPIFB4	0.9084163495260926	0.8349841894066672	0.07343216011942544	0.5679254042840405	0.6470305125980287
ANO10	9.105694745114764	9.032271198347358	0.07342354676740648	0.04452572773844554	0.0748824964052609
TAF15	11.339641047832668	11.266271269754167	0.07336977807850076	0.011257091155056909	0.0223814567812114
WDR31	5.602478755784175	5.5291276982906385	0.07335105749353676	0.15028918643571243	0.2150091644436131
KLHL29	5.5117772883867024	5.438435394175988	0.07334189421071446	0.2895138963077636	0.37328333306598166
TPTE	0.41298208626591687	0.33966053852639955	0.07332154773951732	0.644087998566998	0.7149467074969322
VDAC3	11.410627713974835	11.337313223681164	0.07331449029367043	0.02141915316413845	0.039335042596076376
DNAJB12	9.406412238580012	9.33310577222281	0.07330646635720228	0.0013795831880357712	0.003462894618882686
COPS6	11.62251125035593	11.54922148054678	0.07328976980914881	8.053072184777132E-5	2.698979584636753E-4
NAGPA	7.938453222458104	7.865167400240335	0.07328582221776969	0.00775432102021667	0.016077151004119536
MRPL9	10.768497378939593	10.695265254394737	0.07323212454485528	0.05109421128282399	0.0842945715991295
MRPS18C	9.778430929708001	9.70521775225844	0.07321317744956168	4.572064471272119E-4	0.001289100163914697
JAKMIP3	2.67579743840915	2.602592604186906	0.07320483422224422	0.2473596730197486	0.3277016341773232
CISD1	9.884529440735081	9.811329176559731	0.07320026417534997	0.010218862768678227	0.02053695969357403
DYNC1H1	12.06869971762856	11.995536968571086	0.07316274905747377	3.5660121576974735E-4	0.001028900719518162
SEMA4D	8.804417562585556	8.731277748229717	0.07313981435583905	0.01904096963873647	0.03554470470076554
NOL7	10.448161342343903	10.375037820285263	0.07312352205864059	2.4210443876748755E-4	7.231763225903695E-4
AL136376.1	1.4599537952190176	1.386844045633944	0.07310974958507366	0.4581445744639385	0.544807638925057
MRPS11	10.100022749520361	10.026914343415152	0.07310840610520941	2.4076520859983574E-4	7.197662473769219E-4
ATP5O	12.359887969121903	12.28678651647223	0.0731014526496736	0.003709027619953398	0.008355864796461068
SMIM20	9.599349674446986	9.526279617157504	0.07307005728948113	0.00429463614207326	0.009520865906200635
FAM127C	8.165092905069224	8.092031532863212	0.07306137220601272	6.034362051563491E-4	0.0016565842882585815
KCTD5	8.975582202803682	8.902522842608697	0.0730593601949856	0.02134247282266777	0.03921399465762968
LIF	7.0354523732544	6.962393233040478	0.07305914021392201	0.4024230762705867	0.48986893022123684
CCDC136	4.956114873281571	4.883059775439822	0.07305509784174902	0.5368880069245119	0.6188483786145069
FOXK1	7.610718455343698	7.537697662709183	0.073020792634515	0.049815450338901	0.08249708941494611
DZANK1	6.078176240640806	6.005173182775334	0.07300305786547234	0.2766654884414286	0.36008231798008267
C17orf85	8.866143465000528	8.79314139764305	0.0730020673574785	0.0067100796805941165	0.014151816444685886
FLYWCH1	9.020627927415221	8.947648633296918	0.07297929411830317	0.01103424925287444	0.022003257132743818
CARD10	8.184169353432527	8.11119693500594	0.07297241842658586	0.12040918490747221	0.17737540043152017
ZBED3	7.000363233307477	6.927427387702869	0.07293584560460786	0.23212276497881068	0.31074829431006323
UCK1	9.177399308999222	9.104470406066655	0.07292890293256704	0.00442907930407721	0.009790313422242281
LRIT3	2.0802736075877446	2.007346282049096	0.07292732553864845	0.1584567227674556	0.22496210126605093
THADA	9.036703066789709	8.963851997414162	0.07285106937554708	7.291663611027621E-4	0.001958639788850074
JDP2	8.946120462302055	8.873272792258366	0.0728476700436893	0.17288561421368986	0.24182212739891992
ATIC	11.222264469047662	11.149433018239352	0.07283145080831055	0.003850319834562077	0.008640802489277996
CENPN	7.9167702361545045	7.843955774492905	0.07281446166159977	0.13499306304994263	0.19598960971504745
