Name	AveExpr	t	logFC	P.Value	Adj pval	B
ZNF525	5.372181498434035	-5.654682456455295	-0.20944516885964504	2.159776648802755e-8	1.4627687738191065e-7	8.690668639364631
CDH18	0.7794494852793127	-1.9102600456581735	-0.20951214592171974	0.05645026090385057	0.08981933877170423	-5.024514819333051
AWAT1	0.3772975467470537	-2.8924238430716622	-0.20956940429064647	0.0039245540343039375	0.00840672524967576	-2.707618525735861
RCVRN	1.2581069220737757	-2.7362266621454223	-0.20960657941334349	0.006349944833533322	0.012916921178187072	-3.138432621137774
ITGB6	5.692994364417929	-1.6853184051639603	-0.2096132983831076	0.09230976196336307	0.13776492541807495	-5.4231319816653345
ADAM33	3.3639254790313724	-1.977636200474387	-0.20961879238395964	0.04830605699275654	0.0783183397090788	-4.895496355255236
RNF219	5.185974610544172	-5.965292027187395	-0.20962455460502483	3.6369885672534468e-9	2.900036593118204e-8	10.404816964532142
GCNT1	5.370114265419368	-2.4556695417671905	-0.20962484022197891	0.014269893333164233	0.02670948585648376	-3.853231519901657
APOLD1	5.319542108278875	-3.07955857033577	-0.20963816114489386	0.002142587111314775	0.004884315492710563	-2.1606617671375385
ACADM	6.820134101486287	-5.182026051594783	-0.20970053546468215	2.768803773395415e-7	1.4748597344567796e-6	6.245341300563135
RAP1GDS1	6.537704680650475	-4.639326267418574	-0.20974207267408307	4.070772312154209e-6	1.6853126926336086e-5	3.6846821874510223
C6orf165	1.8895818154603001	-2.8820815223853424	-0.2097588967640276	0.004054340945954768	0.008649134040966172	-2.736868576000922
CYP20A1	5.456497974751461	-7.007058403283304	-0.20980697063340337	5.099038599366112e-12	7.998595260263189e-11	16.758375844712678
AVPR2	2.4469401852594417	-2.25671634576677	-0.20985135626979812	0.02428976271745375	0.0426084800903369	-4.313983368578303
ARHGEF3	6.1513791017264365	-4.250752808545734	-0.20994920420192642	2.376787141383559e-5	8.255969372282543e-5	2.0162700200736197
ZRANB3	4.184699072133254	-5.75627605903086	-0.20997097092536965	1.2170698238485546e-8	8.702547720206995e-8	9.242048214637684
TNS3	6.4440235172300735	-4.548493260679407	-0.21005386958714745	6.22343446310708e-6	2.4682314556207784e-5	3.282251057790795
HAS2	3.4343225840758853	-2.4003523399170836	-0.21006688171210186	0.016602477436897762	0.030452645692494916	-3.9851893833695495
ZNF569	4.333734262214883	-4.771715347409127	-0.2100896380808619	2.1642006339875875e-6	9.513497935356491e-6	4.284720907565344
WNT9B	1.0754795227122413	-3.246784114967166	-0.210149884486183	0.0012148357738843902	0.002933906526187842	-1.6435837121116474
RAB6A	7.539272372899354	-5.536386770795783	-0.21015485480704577	4.164699291388779e-8	2.6585174726523815e-7	8.06007934765708
COL1A1	10.071938834716445	-2.2120813233350085	-0.21016673148476528	0.027237533533478353	0.04712616005241381	-4.412078826199637
