Gene	MeanAA	MeanEA	logFC	Std Error	t	pvalue	padj
A1BG	6.207103770411328	6.043488839371717	0.16361493103961067	0.20838367307266112	0.785161949720312	0.4328199541051039	0.9984680218303151
A2M	8.896308024742126	9.017345541511217	-0.12103751676909091	0.15964326343348506	-0.7581749092690082	0.4487894165594062	0.9984680218303151
A2ML1	1.2751257031252483	1.4127870585817304	-0.13766135545648206	0.279438157506998	-0.4926362121931561	0.6225379428263316	0.9984680218303151
A4GALT	5.769757715040584	5.743340441616124	0.02641727342446032	0.1702795156432514	0.15514064228257807	0.8767881143789128	0.9984680218303151
A4GNT	0.8824906591889019	0.7684711557054409	0.11401950348346102	0.19595980154565742	0.5818514949704885	0.5609920460888089	0.9984680218303151
AAAS	6.882363493770467	6.788645858069623	0.0937176357008438	0.06390802202492439	1.4664455686688838	0.14330679795521595	0.9984680218303151
AACS	6.055265176244544	6.057339227865361	-0.0020740516208173077	0.09877659290673547	-0.020997399887801558	0.9832581218543954	0.998945493429223
AADAC	2.9830145458335617	2.6947163650461947	0.288298180787367	0.363967739928579	0.7920981701398576	0.4287694370147638	0.9984680218303151
AADAT	4.176277663479259	4.342085766595033	-0.16580810311577387	0.1707665559846383	-0.970963559929671	0.33214881682595676	0.9984680218303151
AAED1	5.132629561662768	5.153463383315679	-0.0208338216529107	0.08600188721602409	-0.24224842416049785	0.8087109056604952	0.9984680218303151
AAGAB	6.482787130011989	6.480239672638766	0.0025474573732227057	0.06801844202678785	0.03745245108994756	0.9701427969427153	0.9984680218303151
AAK1	4.203950633254579	4.334346606124552	-0.13039597286997306	0.11048801389986614	-1.1801820692346705	0.23862394937794407	0.9984680218303151
AAMDC	6.812130889561291	6.726819759241797	0.08531113031949378	0.08882298883436296	0.9604622794058632	0.33739849866109284	0.9984680218303151
AAMP	7.775803852087084	7.715250102909721	0.060553749177363336	0.049875436415315465	1.214099635602764	0.22542066735873625	0.9984680218303151
AANAT	1.3649722982631696	1.2742147377724957	0.09075756049067385	0.1818015555229223	0.4992122329736104	0.6179022817953392	0.9984680218303151
AAR2	6.33957365964815	6.325240024143353	0.014333635504796938	0.059160470481618585	0.2422840012614582	0.8086833592189653	0.9984680218303151
AARD	2.1640173109496583	2.3272429272153983	-0.16322561626573995	0.2874767151009223	-0.5677872595992254	0.5704956123107684	0.9984680218303151
AARS	7.513396924961793	7.456925575108247	0.056471349853545405	0.0872695301473584	0.6470912557703825	0.5179412850508456	0.9984680218303151
AARS2	5.0351576827011115	5.100370941576816	-0.06521325887570484	0.0879366380598746	-0.741593723782142	0.45876546948377683	0.9984680218303151
AARSD1	7.108313644000863	6.893519813309845	0.21479383069101843	0.06668041707918909	3.221243059051822	0.0013799537109468645	0.9308043327320109
AASDH	4.7158513547071275	4.817460105623564	-0.10160875091643629	0.08101737170527729	-1.2541600496010379	0.21051079809874867	0.9984680218303151
AASDHPPT	6.098725092419839	6.146824277004148	-0.048099184584309285	0.06910547721742631	-0.696025648342967	0.48681397154677797	0.9984680218303151
AASS	4.722240183611848	4.948709606938452	-0.2264694233266047	0.174565502653644	-1.2973320609395742	0.19525912246895677	0.9984680218303151
AATF	6.949256534006029	6.9842587195933366	-0.03500218558730772	0.06777199477287262	-0.5164697557540123	0.6058096372550432	0.9984680218303151
AATK	4.076579109398098	4.11313364052071	-0.03655453112261142	0.22783777146130738	-0.16044104929642586	0.8726140455914436	0.9984680218303151
ABAT	4.526501418757588	4.614833424835436	-0.08833200607784786	0.17523500976765352	-0.5040773883881335	0.6144824559986759	0.9984680218303151
ABCA1	4.897352457318909	4.999081943134066	-0.10172948581515762	0.14359546746706983	-0.7084449642429475	0.4790785489309347	0.9984680218303151
ABCA2	6.373861974700927	6.175931906086202	0.19793006861472495	0.1201387958193509	1.6475116740169966	0.10023235137238153	0.9984680218303151
ABCA3	6.240887304376748	6.319178505274619	-0.07829120089787178	0.2779511228611235	-0.28167254764784483	0.7783391854852728	0.9984680218303151
ABCA4	4.236756873794046	4.2496656152500405	-0.012908741455994743	0.37092376396998594	-0.03480160267391032	0.9722551733094968	0.9984680218303151
ABCA5	5.32987088034439	5.0439420058953575	0.2859288744490325	0.13938080152112362	2.051422228374107	0.04087171844958865	0.9984680218303151
ABCA6	3.9173697864864154	4.053147902062956	-0.13577811557654051	0.18324589645140502	-0.7409612886613672	0.45914842759492547	0.9984680218303151
ABCA7	6.447180673955152	6.1447324200349955	0.30244825392015606	0.13789909575699905	2.193257702379135	0.028859532012800698	0.9984680218303151
ABCA8	3.475296640540801	3.688141403008667	-0.2128447624678662	0.23743945943410066	-0.896416977090278	0.37056525425152165	0.9984680218303151
ABCA9	2.7475413942817957	2.8440343037317413	-0.0964929094499456	0.1802296366609574	-0.535388692102094	0.5926764228808385	0.9984680218303151
ABCA10	3.055375911825692	2.8085806126925714	0.2467952991331206	0.19252395844229328	1.2818939581854405	0.20061682200575576	0.9984680218303151
ABCA12	2.278906896791241	3.07026520106637	-0.7913583042751289	0.2900125505353004	-2.7287036468402928	0.00663673928156509	0.9984680218303151
ABCA13	3.422887462316371	3.1974572306259748	0.22543023169039644	0.32024187698942597	0.7039373919790006	0.4818782968795432	0.9984680218303151
ABCB1	3.5323775932178014	3.6007860899349917	-0.06840849671719029	0.15633990813868257	-0.43756260018080595	0.6619377895869871	0.9984680218303151
ABCB4	3.154320223408872	3.056268289288639	0.09805193412023305	0.20874202319312904	0.4697278134049461	0.6388035533963996	0.9984680218303151
