Gene	Difference of means	Std Error	t	pvalue	padj
AC007461.1	-0.03990256121114655	0.90846366015239155	-0.043923123137862265	0.9652567415418843	0.999963033988593
AC007557.1	-0.15722340927939632	0.13973144522366832	-1.1251827319736698	0.2694334155349274	0.999963033988593
AC007773.3	-0.2898540451730602	0.5738395345436933	-0.505113411894053	0.6171699842232683	0.999963033988593
AC007919.2	-0.5852530180940188	0.7898980426742339	-0.7409222285354948	0.4645009435516767	0.999963033988593
AC007952.5	0.2795766226075478	0.8105713382589389	0.34491303776921406	0.7325662763951143	0.999963033988593
AC007952.6	-0.28833076396031876	0.7332877138950908	-0.39320277497731176	0.6969501611483948	0.999963033988593
AC007956.1	0.40448821739845375	0.5669054587080903	0.7135020684405369	0.48104934250730647	0.999963033988593
AC008132.13	0.3624259587758276	0.4146087910298669	0.8741395904210815	0.3889864937151952	0.999963033988593
AC008443.1	-0.9970242836117875	0.7020749923261257	-1.4201108065513504	0.16588499748469698	0.999963033988593
AC008948.1	0.6277632523799621	1.0117072879547646	0.6204988931621007	0.5396150032441585	0.999963033988593
AC008964.1	0.22966660091829283	0.6749780811865297	0.34025786513625267	0.7360334331200289	0.999963033988593
AC009060.1	-0.6008458550307425	0.4828163489980938	-1.2444604584695096	0.22296516190511997	0.999963033988593
AC009065.1	0	0	NaN	NaN	NaN
AC009403.2	0.39579193898724174	0.41803979891427007	0.9467805218909532	0.3513149002876702	0.999963033988593
AC010327.2	-0.040662184637568544	0.6763748738832045	-0.06011782253843752	0.9524605001690079	0.999963033988593
AC010336.1	0.14543238962500293	0.3697249074425593	0.39335296783486895	0.6968404236872479	0.999963033988593
AC010441.1	-0.6689004698002243	0.7116446708284783	-0.9399360343997346	0.3547574542018893	0.999963033988593
AC010536.1	0.07062085703980148	0.3545422681833766	0.19918882282119013	0.8434589449934426	0.999963033988593
AC010547.9	0.00433129042471414	0.5220804868299961	0.00829621204771158	0.9934355808142269	0.999963033988593
AC010642.1	0.0678878428181855	0.4270104362281355	0.15898403659135768	0.8747469306345959	0.999963033988593
AC010646.3	0	0	NaN	NaN	NaN
AC011239.1	-0.5337561290636221	0.7348423394994377	-0.7263546210840381	0.4732509591847903	0.999963033988593
AC011298.1	-0.1241685192566627	0.2523237148051333	-0.49210007609691625	0.6262305152014798	0.999963033988593
AC011484.1	0.6585993500091473	0.7756044633952968	0.8491433212310998	0.4025269351626857	0.999963033988593
AC011530.4	-0.07208140816994213	0.791676335385984	-0.09104908780025442	0.9280588182771267	0.999963033988593
AC011551.3	0.32760594797222	0.7984518050266052	0.4103014683037805	0.6845004221273929	0.999963033988593
AC011897.1	-0.2921079995376754	0.541968963377865	-0.5389755120239522	0.593881308900079	0.999963033988593
AC011997.1	0.4119094413892115	0.3708812885942364	1.1106234098530163	0.27555312986295455	0.999963033988593
AC012215.1	0.5949218061548329	0.9674580232426646	0.6149329395820313	0.5432356099509302	0.999963033988593
AC012414.1	0.5313277443935834	0.3039508171227364	1.7480714459768385	0.09068050720538387	0.999963033988593
AC013449.1	0.577075705514409	0.6583442112028672	0.8765562082789917	0.3876930224665951	0.999963033988593
AC015688.3	-0.6685074726645919	0.7092604915770511	-0.9425415353083544	0.353444342720204	0.999963033988593
AC015987.2	-0.16797579401015383	0.22498121192046805	-0.7466214293019903	0.4611036220909198	0.999963033988593
AC016251.1	-0.059431169553433	0.5554026573309706	-0.10700555492304263	0.9154969687378001	0.999963033988593
AC016559.1	0	0	NaN	NaN	NaN
AC016586.1	0.007098965680832681	0.3978587470622471	0.017842929766533473	0.9858822995042436	0.999963033988593
AC016722.1	-0.18345912794461572	0.5135725192843318	-0.3572214654325114	0.7234267584577542	0.999963033988593
AC016722.2	-0.15250794273182988	0.5011064730135619	-0.3043423921760085	0.7629682227169561	0.999963033988593
AC016745.1	0.24924594246724185	0.3786162612758087	0.6583075476667783	0.5153611547577912	0.999963033988593
AC016757.3	-0.6175562820653395	0.6499977722054866	-0.9500898441081254	0.34965842020671223	0.999963033988593
AC016885.1	-0.21146451739300784	0.3432564906449952	-0.6160539513634716	0.5425053801331772	0.999963033988593
AC017028.1	0.002702850966078363	0.27462403072976044	0.009842004572200245	0.9922125023683037	0.999963033988593
AC017081.1	-0.10459558020028556	0.26258949612211374	-0.39832354966569106	0.693212472309281	0.999963033988593
AC017104.2	0.3595238604005608	0.3024062898921868	1.1888769262330403	0.24381385786755355	0.999963033988593
AC018445.1	-0.09340067364012904	0.40117313817882877	-0.23281886235985802	0.8174832134892219	0.999963033988593
AC018755.1	0.06131465209194609	0.36023010304840963	0.17020968423537414	0.8659879332699152	0.999963033988593
AC018816.3	-0.4674733561875697	0.6729778833796288	-0.6946340551935591	0.49262973234690777	0.999963033988593
AC018867.2	0.5756769290548949	0.7775803622870319	0.7403439656856876	0.46484646484041203	0.999963033988593
AC019171.1	-0.08008149420034227	0.7017378375764424	-0.11411882032315061	0.9099039360051895	0.999963033988593
AC019294.1	-0.05651579557736297	0.44732383403227516	-0.12634201729855796	0.9003041648045214	0.999963033988593
AC020907.1	0.2085143899181868	0.3745771659315382	0.5566660460992893	0.5818848393885419	0.999963033988593
AC020922.1	-0.253666045908179	0.5413800009422737	-0.4685545189454217	0.642774952166776	0.999963033988593
AC021218.2	-0.12688290831106386	1.147422253097151	-0.11058083279157113	0.9126852240632616	0.999963033988593
AC021860.1	-0.38215720824347543	0.5806884241647885	-0.6581106017278319	0.5154859365758063	0.999963033988593
AC022400.2	-0.15181620314556166	0.7903893500270543	-0.1920777438870667	0.8489755756858447	0.999963033988593
AC022431.2	0.39745845357293685	0.8081072326717155	0.4918387529571832	0.62641307640391	0.999963033988593
AC022498.1	-0.3749172995095151	0.4416736079874715	-0.8488560165907626	0.40268427530096385	0.999963033988593
AC022532.1	0.3466392713624289	0.5164860332329871	0.6711493613730688	0.5072604721442996	0.999963033988593
AC023590.1	-0.18708831338406073	0.5321792783701429	-0.351551292934665	0.727632045844318	0.999963033988593
AC024257.1	-0.14912311937056744	0.3458775560735098	-0.43114424961090597	0.6694458117490668	0.999963033988593
AC024580.1	0.735783989538012	0.6685382989772891	1.1005861454214267	0.279829721381852	0.999963033988593
AC024592.12	0.19364745896426605	0.5387380756064513	0.359446394699835	0.7217790233010715	0.999963033988593
AC024940.1	-0.2957974879924692	0.4310937454124697	-0.6861558330182933	0.4978840248885458	0.999963033988593
AC025262.1	-0.7209792235932972	1.3517207887761624	-0.5333788083899089	0.5977012175080156	0.999963033988593
AC025263.3	-0.05598483482375134	0.21937337057758136	-0.2552034218025214	0.8003075141812916	0.999963033988593
AC026202.1	0.5768616769503805	0.40847862756680514	1.4122199743633759	0.16817501257520426	0.999963033988593
AC026703.1	0.13225510819729536	0.9659570706849838	0.1369161344856765	0.8920118257522702	0.999963033988593
AC026740.1	-0.09491662982671811	0.5041065603276128	-0.18828683714219654	0.8519196819091764	0.999963033988593
AC027228.1	-0.07470900351429433	0.33660289768283846	-0.22194997140128103	0.8258568324436875	0.999963033988593
AC027307.3	0.03774037822236087	0.46226011714346044	0.08164316328126639	0.9354727524645168	0.999963033988593
AC027763.2	-0.09456674323578262	0.2914789795909984	-0.3244376090806896	0.7478581848779364	0.999963033988593
AC037459.4	0.3594443402473162	1.146175137756944	0.3136033302473704	0.7559925132913827	0.999963033988593
AC040160.1	0.17136307972428313	0.4551479863457885	0.3764996987025971	0.7091952419032549	0.999963033988593
AC040977.1	0.17162127967531893	1.5581955229885613	0.11014104272752348	0.9130310317664136	0.999963033988593
AC061992.1	-0.2944100018428836	0.5029086793944091	-0.5854144378605779	0.5626472379671086	0.999963033988593
AC062017.1	-0.5549613226175456	0.5454170991432182	-1.0174989443662843	0.3170521964685405	0.999963033988593
AC068533.7	0.5888298206624478	1.0121318368350654	0.5817718593891066	0.5650668151909524	0.999963033988593
AC068620.1	-0.3969364561594837	1.08315221935089	-0.36646414886853046	0.7165907371120654	0.999963033988593
AC068987.1	1.0208692071097774	0.6037859565580139	1.6907799792651994	0.10124452370355272	0.999963033988593
AC069368.3	-0.42028884374196984	1.1320617326926452	-0.3712596509576376	0.7130532516364736	0.999963033988593
AC069547.1	-0.19423269900294482	0.384486027812577	-0.5051749217207607	0.617127301545271	0.999963033988593
AC073333.1	0	0	NaN	NaN	NaN
AC073343.1	0.36356298641155615	0.7339625024993203	0.4953427255119111	0.6239671945213481	0.999963033988593
AC074091.13	-0.7948188566550405	0.7972236716090726	-0.9969835128588463	0.3267465888245843	0.999963033988593
AC079210.1	0.06859342048754824	0.47538449193389803	0.1442904041915741	0.8862361187306296	0.999963033988593
AC079354.1	-0.14733756178480595	0.2827048328982265	-0.5211710046635366	0.6060738325642411	0.999963033988593
AC079354.2	0	0	NaN	NaN	NaN
AC087477.1	0.02376235040042346	0.6278726758047442	0.03784581064937611	0.9700613436762707	0.999963033988593
AC090186.1	-0.3863105280641639	0.28326103094535976	-1.363796942964181	0.18277775148302944	0.999963033988593
AC090616.2	-0.03227597803887772	0.6492721003625622	-0.04971101949530001	0.9606821751787731	0.999963033988593
AC091801.1	0.6917157200267174	0.6588787062522891	1.0498377219704151	0.3021767768470907	0.999963033988593
AC092291.2	0	0	NaN	NaN	NaN
AC092811.1	0.2607046806577289	0.5769528127252656	0.45186482309753767	0.6546165351211275	0.999963033988593
AC092964.2	0.3603158298295475	0.767931114231077	0.4692033219546375	0.6423165108402964	0.999963033988593
AC093157.1	-0.20018031924724622	0.5577681410336267	-0.3588952192147126	0.7221870861026358	0.999963033988593
AC093323.1	-0.13834191584619115	0.32611457792563997	-0.4242126087283826	0.6744374082543294	0.999963033988593
AC093677.1	0.5523375142308298	0.8144441304050937	0.678177291247841	0.5028571349048805	0.999963033988593
AC096677.1	-0.34652520939896414	0.9365628406935018	-0.36999675231869195	0.7139842258689708	0.999963033988593
AC103801.2	1.3845606396584795	1.1360764627913411	1.2187213493153555	0.23244705949835973	0.999963033988593
AC104057.1	0.040902662334444395	0.4950983403941745	0.08261522812191126	0.9347062677970698	0.999963033988593
AC104532.2	2.98083994452263	1.639546946687699	1.8180875823926135	0.07904938213627158	0.999963033988593
AC104534.3	-0.6365251825163449	0.950685300670619	-0.6695435198875341	0.5082695882284602	0.999963033988593
AC104667.3	0.2631348722784743	0.7035909828348537	0.3739884090303032	0.7110432205331558	0.999963033988593
AC104809.3	-0.5278432229531624	0.4525286870151798	-1.1664304122568394	0.2526296298121699	0.999963033988593
AC105020.1	-0.33108566360283054	0.6533627301217725	-0.5067409699679739	0.6160410530349356	0.999963033988593
AC106873.4	0.16383857713347943	0.26592923428226195	0.6160984051854123	0.5424764334052619	0.999963033988593
AC106876.2	0.7276323656027524	0.7298163875778857	0.9970074363739876	0.32673516733335795	0.999963033988593
AC107021.1	-0.3361685878416303	0.7010445455656431	-0.4795252883258511	0.6350424082520841	0.999963033988593
AC109829.1	0.2228947326929368	0.4806522059060933	0.4637339222707833	0.6461856322424124	0.999963033988593
AC110615.1	0	0	NaN	NaN	NaN
AC110619.2	-0.35294099511563726	0.6243943768013721	-0.5652533210239212	0.5761047420624694	0.999963033988593
AC110771.1	-0.48747010830069737	0.653225543629578	-0.7462508364142066	0.4613240899579101	0.999963033988593
AC112715.2	-0.12081587156436746	0.555101711027319	-0.21764636852005953	0.8291782375694894	0.999963033988593
AC114494.1	0.14857556842452868	0.7476747338028954	0.19871685066690603	0.8438248447822558	0.999963033988593
AC114546.1	-0.4395929433108998	0.25992342243234057	-1.6912402091247785	0.10115572062565895	0.999963033988593
AC115618.1	0.21369586814941455	0.3225417039073864	0.6625371713506372	0.5126853136733334	0.999963033988593
AC116407.2	-0.054014641425974785	0.4365067901893051	-0.12374295804779947	0.9023441648318773	0.999963033988593
AC117395.1	-0.401011678644561	0.6703072906884234	-0.5982505101991525	0.5541630042544263	0.999963033988593
AC117834.1	0.040337360022841384	1.3887360660919266	0.029046095228415617	0.977020198742727	0.999963033988593
AC119673.1	-0.0766279019303111	0.6678992968303017	-0.11472972391791654	0.9094238079707102	0.999963033988593
AC120194.1	-0.23675155344835197	0.6231612004206619	-0.3799202410043083	0.7066810643398883	0.999963033988593
AC124890.1	-0.7545487376154745	0.47139405182797994	-1.6006751351432469	0.1199284091308605	0.999963033988593
AC126614.1	-0.26893785253403296	0.45080417410771956	-0.5965735633800283	0.555267667878915	0.999963033988593
AC127496.1	0.00861635530738769	0.4276677177076737	0.020147312856747538	0.9840592635689525	0.999963033988593
AC129492.6	1.0797510814485194	0.7469013029113304	1.445640912982453	0.1586444098723267	0.999963033988593
AC131097.4	0.21353291943481212	0.8028755515098254	0.2659601715773493	0.7920892239041346	0.999963033988593
AC131971.1	0.07008019762806528	0.38765354811007996	0.18078048806653763	0.857755648029606	0.999963033988593
AC132186.1	0.31815005793380624	0.41917435474394255	0.7589921814948624	0.4537797711487911	0.999963033988593
AC132192.1	-0.47102304842148746	0.8345194686776399	-0.5644242778036798	0.5766615278898841	0.999963033988593
AC132872.2	0.3620715357960187	0.511009488314936	0.7085417082762139	0.48407863544818064	0.999963033988593
AC135048.1	0.6602594654786258	0.6238773357439857	1.0583161587225374	0.29835879721872	0.999963033988593
AC135178.1	-0.7052590646915085	0.5113837825843173	-1.3791189488400033	0.17805388768763122	0.999963033988593
AC136297.1	-0.7591249536446156	1.138794482184806	-0.6666039970515271	0.5101196564062371	0.999963033988593
AC137932.1	-0.4652876222591227	0.5193038651610172	-0.8959833605606882	0.3773951266537112	0.999963033988593
AC138517.1	0.3371107487288362	0.21928801194065548	1.5372967530029245	0.1347020807478476	0.999963033988593
AC138969.4	-0.24597697525838225	0.5476317880064366	-0.44916489627788214	0.6565408882435655	0.999963033988593
