Name	Mean(log(breast_black))	Mean(log(breast_white))	logFC	M-W U test pval	Adj pval
C1QL1	3.422324643406101	3.8969176363844893	-0.4745929929783883	0.6094703191918893	0.9968005456748952
CCDC64	5.059969742315221	5.533762191258481	-0.4737924489432608	0.14808606158507132	0.9968005456748952
F12	4.4264087411581565	4.90003502140097	-0.4736262802428133	0.6355696216006115	0.9968005456748952
GIPC1	9.6924992173914	10.165599737185396	-0.47310051979399503	0.05883096924984421	0.9968005456748952
AL133262.1	0.0	0.47305955965808255	-0.47305955965808255	0.41655994327679124	0.9968005456748952
CYP24A1	3.0289861498876927	3.5019543868208896	-0.4729682369331969	0.6224606558934542	0.9968005456748952
ASF1B	5.241571193043936	5.71412060501926	-0.47254941197532396	0.26793808403417996	0.9968005456748952
SPRR3	2.176746275293602	2.6489982884520393	-0.4722520131584371	0.6051671450155642	0.9968005456748952
C6orf99	2.0474643048527135	2.5194557016638766	-0.4719913968111631	0.7960271211323893	0.9968005456748952
HS3ST3A1	2.277474212803454	2.749110267347987	-0.4716360545445326	0.30694214501182127	0.9968005456748952
CTD-2192J16.22	6.928357018127712	7.399867817607987	-0.4715107994802752	0.950924583799356	0.9979938605334431
SERPINA1	10.229997446864639	10.701465716232086	-0.47146826936744723	0.6845942432877679	0.9968005456748952
RP11-20I23.1	1.8731337189036907	2.344412955237021	-0.47127923633333046	0.29828271336921386	0.9968005456748952
AP000350.4	3.7776751900923986	4.248872610278384	-0.4711974201859852	0.03864594304240887	0.9968005456748952
STYXL1	9.30083128462598	9.771999621396109	-0.4711683367701287	0.009397884648516208	0.9968005456748952
SH3GL2	1.6059993953217593	2.0770624983593677	-0.47106310303760845	0.18169879713318637	0.9968005456748952
CFI	9.028332388947291	9.498934153941919	-0.4706017649946279	0.24474244852424698	0.9968005456748952
ESR2	3.9016331817178673	4.372118204540337	-0.47048502282246973	0.260043998280576	0.9968005456748952
BBC3	6.204196130873465	6.674412507587866	-0.47021637671440075	0.1363802156357895	0.9968005456748952
PVRL2	10.264164831348053	10.733866581874203	-0.46970175052615026	0.07038191029030016	0.9968005456748952
LINC00346	4.379194879183765	4.847976044477548	-0.468781165293783	0.9166711804833705	0.9968005456748952
CHRDL2	4.2116505664233985	4.68025628587044	-0.46860571944704166	0.7303528689999554	0.9968005456748952
NR1I2	1.4268340638591546	1.8949749894700398	-0.4681409256108853	0.1623869828493295	0.9968005456748952
CLDN6	0.5715460820774304	1.039348565341567	-0.46780248326413665	0.35591018837100963	0.9968005456748952
PRKCG	0.498552893354723	0.9662327607910423	-0.46767986743631923	0.033726357576811306	0.9968005456748952
C9orf53	0.2075475108705168	0.6752217679766129	-0.4676742571060961	0.42009913722307535	0.9968005456748952
SLC2A3	8.814164397347414	9.281466554324792	-0.46730215697737876	0.21835469056590184	0.9968005456748952
CGB7	2.7761597858034985	3.243099984073486	-0.46694019826998767	0.1446658241194454	0.9968005456748952
BAI2	6.620857045154132	7.087608623600586	-0.46675157844645376	0.327788853600564	0.9968005456748952
UBALD2	9.439168300706976	9.905866853284166	-0.4666985525771903	0.10819835714415882	0.9968005456748952
TGM5	4.159093404833067	4.625760620537079	-0.46666721570401215	0.38888541180776515	0.9968005456748952
DHX58	8.123327738226374	8.589864631584605	-0.46653689335823145	0.05561086915218616	0.9968005456748952
ATP6V0D2	1.5576382253210415	2.024071893582437	-0.46643366826139565	0.40953455531317084	0.9968005456748952
BEGAIN	5.154888311381902	5.621102482112862	-0.46621417073095994	0.2574487746018288	0.9968005456748952
ADM2	3.9774934799666766	4.443487412429433	-0.46599393246275644	0.23248287240206233	0.9968005456748952
CEACAM6	5.161239768192346	5.6269324451388005	-0.4656926769464542	0.6311869945505311	0.9968005456748952
GBP6	2.5532702287903266	3.018866340194797	-0.4655961114044702	0.32174100390797744	0.9968005456748952
NUP210L	0.45477697580899207	0.9201344573126139	-0.46535748150362183	0.05179356913825117	0.9968005456748952
SH2D1B	2.9471893007409125	3.412448547787122	-0.46525924704620936	0.5423236982549171	0.9968005456748952
CTD-3105H18.14	3.1175935071179013	3.5826268581423224	-0.4650333510244211	0.3855065614783284	0.9968005456748952
STRIP2	3.0607834811127588	3.5253704363135983	-0.4645869552008395	0.1347679321564823	0.9968005456748952
FRZB	7.762497920484563	8.226940508003006	-0.4644425875184428	0.20485425250567324	0.9968005456748952
C20orf195	2.465714861693164	2.9300865226671022	-0.4643716609739381	0.23733336648144743	0.9968005456748952
PNPLA3	3.475740119548981	3.9399064839473796	-0.46416636439839865	0.562906344058453	0.9968005456748952
MOG	0.8723399325258449	1.3363093059027322	-0.4639693733768874	0.13001941293937802	0.9968005456748952
HIST1H2AI	0.9449971536273883	1.408923553781613	-0.4639264001542246	0.698209786055273	0.9968005456748952
CCDC42B	1.598825262071184	2.0626951527139408	-0.46386989064275674	0.19197124401567123	0.9968005456748952
KLRK1	6.067498000334254	6.531187129068007	-0.463689128733753	0.2548715759015089	0.9968005456748952
KCNJ13	1.8482261753900182	2.311374058894142	-0.4631478835041236	0.3157664707007266	0.9968005456748952
LGALS9C	1.9511393310733494	2.414152692817456	-0.46301336174410657	0.3922822278203568	0.9968005456748952
SLC19A1	7.854994081500038	8.317998270355869	-0.4630041888558303	0.07038191029030016	0.9968005456748952
JAKMIP2	2.174992529883634	2.637965217317119	-0.46297268743348496	0.2548715759015089	0.9968005456748952
MAMDC4	4.610060864000878	5.072906464642883	-0.4628456006420052	0.20266450360161803	0.9968005456748952
VEPH1	5.484232431811724	5.946951389661533	-0.462718957849809	0.3157664707007266	0.9968005456748952
PLAC8	6.123105992546008	6.585592745373387	-0.4624867528273793	0.40953455531317084	0.9968005456748952
CDC34	9.238332664513523	9.700800563754221	-0.4624678992406981	0.0138230238203767	0.9968005456748952
PAQR4	6.5909174582003835	7.0533374591905185	-0.4624200009901349	0.3788028854848392	0.9968005456748952
C2CD4D	2.9105660895578023	3.372924287789809	-0.46235819823200686	0.21378527936817715	0.9968005456748952
JMJD7	7.514991892123295	7.9770704628635345	-0.46207857074023906	0.04819800965332943	0.9968005456748952
SORD	7.983338317164699	8.445333219806589	-0.4619949026418899	0.22066553374202913	0.9968005456748952
IGFL2	2.1072968370561402	2.569118768667262	-0.4618219316111216	0.43805820953012475	0.9968005456748952
IDUA	7.494180841964241	7.955998412475683	-0.46181757051144245	0.24724784137132505	0.9968005456748952
GABRA2	3.7356169578886464	4.197393442606625	-0.4617764847179786	0.46392789332019235	0.9968005456748952
AC138969.4	9.667497519474251	10.129066700295233	-0.4615691808209821	0.11655091953221419	0.9968005456748952
ICAM4	3.02669415241087	3.4880990556590055	-0.4614049032481353	0.22066553374202913	0.9968005456748952
PIK3R6	3.547525902034808	4.00857545359216	-0.46104955155735183	0.1363802156357895	0.9968005456748952
PRKCQ	4.197780311901165	4.65873241253582	-0.4609521006346551	0.37217143978212586	0.9968005456748952
CCDC135	0.6984552229666902	1.1593193376365207	-0.46086411466983057	0.3157664707007266	0.9968005456748952
LOXL2	8.575825405744215	9.036666656158337	-0.4608412504141217	0.15871764168863178	0.9968005456748952
PPP1R1B	10.915830952188111	11.376667761772111	-0.4608368095840003	0.6665990972678644	0.9968005456748952
MLF1IP	6.4299772534067605	6.890662630860761	-0.4606853774540003	0.09656589443461905	0.9968005456748952
ZNF593	7.127490505941883	7.588132506157003	-0.46064200021512036	0.07942129814627641	0.9968005456748952
MSMO1	8.754996779005983	9.215466916925632	-0.4604701379196481	0.03584247956695297	0.9968005456748952
IL32	10.135840795482176	10.596266163674924	-0.46042536819274815	0.5062461994287337	0.9968005456748952
SYCE2	3.7609115712100176	4.22102773686145	-0.46011616565143276	0.09906039608063621	0.9968005456748952
C2orf88	7.239172865061598	7.699199059739261	-0.4600261946776625	0.2869929711892675	0.9968005456748952
TMEM110-MUSTN1	5.581622478352319	6.041578188277836	-0.4599557099255174	0.10160606064685784	0.9968005456748952
TIMD4	2.676703124194861	3.136112953884731	-0.4594098296898701	0.5505115659268509	0.9968005456748952
HMHB1	0.6334033237375353	1.092682684899526	-0.45927936116199064	0.482915240748893	0.9968005456748952
COL3A1	12.492500563374946	12.951733315498943	-0.45923275212399695	0.327788853600564	0.9968005456748952
ERICH2	4.9750249803224	5.434175925300685	-0.4591509449782851	0.327788853600564	0.9968005456748952
SLCO1B3	0.0	0.45904400767754483	-0.45904400767754483	0.05482919984067525	0.9968005456748952
HILPDA	8.785834213395633	9.24466717653096	-0.4588329631353272	0.14297856416193055	0.9968005456748952
PCSK1N	3.347426285043277	3.80624418684823	-0.4588179018049532	0.2626572740155252	0.9968005456748952
C1orf86	8.820002365414984	9.278667073926592	-0.45866470851160734	0.23733336648144743	0.9968005456748952
TNFRSF12A	8.912501998824224	9.370798283813922	-0.4582962849896983	0.22299386153439427	0.9968005456748952
CCDC163P	5.261647086759624	5.7197268801805645	-0.4580797934209402	0.06664461092443141	0.9968005456748952
AC022431.2	1.7996064688638922	2.2575257841417504	-0.45791931527785823	0.2652886277004942	0.9968005456748952
LHPP	8.605003601257293	9.062665927888895	-0.45766232663160267	0.0143046498994861	0.9968005456748952
DNAJC5B	2.2656677120551247	2.723102894717527	-0.45743518266240235	0.5587598228708939	0.9968005456748952
ELFN1	3.7176514640486396	4.174797272318376	-0.45714580826973616	0.05720207539545352	0.9968005456748952
GLIS1	3.5175934315842645	3.9742128580538156	-0.4566194264695511	0.06395019283959202	0.9968005456748952
AC116407.2	1.0025997755584908	1.4591921646947292	-0.45659238913623845	0.08373119027050857	0.9968005456748952
CXCL2	8.967496063019427	9.424002135896831	-0.45650607287740463	0.4060484491047265	0.9968005456748952
DCD	4.212494845648384	4.6689138444553	-0.4564189988069165	0.5341970091118078	0.9968005456748952
PRPSAP1	10.079999197768304	10.536133161995792	-0.4561339642274884	0.009066414950284818	0.9968005456748952
PRG4	6.456670571044732	6.912696593850913	-0.45602602280618054	0.4714725256270651	0.9968005456748952
TMUB1	8.877495404169915	9.333468021669146	-0.45597261749923135	0.026296729258977525	0.9968005456748952
LMAN1L	0.8657656678250785	1.3211789492031054	-0.45541328137802695	0.1569066705561879	0.9968005456748952
REEP6	8.881688685381496	9.336944165267301	-0.45525547988580506	0.5221233516360555	0.9968005456748952
ACAD11	8.033336078588885	8.488533535493517	-0.45519745690463154	0.0034620594040588593	0.9968005456748952
PAQR6	4.6524914748284765	5.1076479278378395	-0.455156453009363	0.32174100390797744	0.9968005456748952
RP11-123K3.4	1.265140740905505	1.7200814384120917	-0.4549406975065866	0.35271251955278327	0.9968005456748952
SORCS1	3.832900846575217	4.287820168212604	-0.4549193216373868	0.6094703191918893	0.9968005456748952
CLLU1OS	0.9773356170578046	1.4320765721529898	-0.4547409550951852	0.19619766291266105	0.9968005456748952
GCNT1	7.429990373057618	7.884659430075896	-0.4546690570182781	0.7912816366473935	0.9968005456748952
ASPHD1	4.636767900524395	5.091099356377813	-0.45433145585341794	0.5062461994287337	0.9968005456748952
TTC29	1.3777799276015352	1.8320726299069625	-0.4542927023054273	0.31280670032962776	0.9968005456748952
SORCS3	0.24972863363892184	0.7038607192964097	-0.45413208565748786	0.10955657678268604	0.9968005456748952
ABI3	7.017518274539019	7.47160035490699	-0.4540820803679706	0.1331704208771286	0.9968005456748952
SHANK1	2.414734536217427	2.86864446570124	-0.4539099294838129	0.19619766291266105	0.9968005456748952
RORB	2.797517594773191	3.251402882632755	-0.45388528785956384	0.24474244852424698	0.9968005456748952
C1orf115	9.66749929921564	10.121201027200149	-0.4537017279845088	0.09533762417276348	0.9968005456748952
FAM207A	7.87416936892699	8.327865780296731	-0.4536964113697417	0.017227299442107324	0.9968005456748952
CH25H	6.37421809596331	6.827881328137813	-0.45366323217450244	0.4906267281043789	0.9968005456748952
MZT2B	10.925000208556249	11.378266270362266	-0.45326606180601736	0.09533762417276348	0.9968005456748952
EFHB	4.29756249102481	4.750566118472666	-0.45300362744785616	0.13158760640666844	0.9968005456748952
MICALL2	7.340852786855666	7.7929400979605665	-0.45208731110490064	0.08708633265302268	0.9968005456748952
IRF8	7.306664391831604	7.758141103578111	-0.4514767117465066	0.4025801240177883	0.9968005456748952
NPDC1	10.202497849850989	10.653600070218346	-0.4511022203673569	0.20706115487008625	0.9968005456748952
IER2	10.877499656351077	11.327732835304795	-0.4502331789537184	0.18575772936738788	0.9968005456748952
HIST1H2BI	0.5338984201128034	0.9838195958543147	-0.44992117574151125	0.2092852608192105	0.9968005456748952
LMNA	12.282499821561915	12.732266697614007	-0.44976687605209165	0.1123134239761262	0.9968005456748952
WT1	1.202832619767588	1.6525590779428498	-0.4497264581752618	0.37217143978212586	0.9968005456748952
RP11-216L13.17	2.940571942921384	3.3898060391749447	-0.4492340962535608	0.29260127988264706	0.9968005456748952
KIF20A	4.3341458857694395	4.782928934768399	-0.44878304899895927	0.40953455531317084	0.9968005456748952
SCGB3A2	1.2241590258044737	1.6729322632401458	-0.4487732374356721	0.5796392710816556	0.9968005456748952
HEXIM2	6.774171207486301	7.222932756128362	-0.44876154864206086	0.08483774479657091	0.9968005456748952
FAM114A1	9.277498714948953	9.72613257838479	-0.44863386343583755	0.003531118469711658	0.9968005456748952
PLEKHB1	8.02080239770623	8.469312961273113	-0.4485105635668827	0.1878121609429798	0.9968005456748952
LCN12	4.23400722889483	4.68237820342063	-0.4483709745257993	0.3922822278203568	0.9968005456748952
HIST1H2BB	0.0	0.44813334517731535	-0.44813334517731535	0.6051671450155642	0.9968005456748952
MAGEA6	0.26416041678685936	0.7122684872846563	-0.44810807049779694	0.6845942432877679	0.9968005456748952
NCAPH	4.709111721825642	5.157195047106288	-0.4480833252806464	0.27060566650909446	0.9968005456748952
ZDHHC19	1.9294346260292736	2.377408963305177	-0.4479743372759033	0.07428944419771755	0.9968005456748952
CHPF	8.790834642111452	9.23880064629573	-0.447966004184277	0.1123134239761262	0.9968005456748952
DDIT4L	5.415803644875536	5.863615428844247	-0.447811783968711	0.3339099919779883	0.9968005456748952
KIRREL3	2.851622140808047	3.299401448803905	-0.4477793079958583	0.24724784137132505	0.9968005456748952
RAB7L1	8.29583476768894	8.742663655152066	-0.446828887463127	0.18169879713318637	0.9968005456748952
LECT1	0.40920261912477884	0.855987425168037	-0.4467848060432582	0.3788028854848392	0.9968005456748952
HOPX	7.018333018156899	7.464936869202147	-0.44660385104524813	0.1463682992147698	0.9968005456748952
POLQ	2.430452631925349	2.87697645818455	-0.4465238262592006	0.17770604497871978	0.9968005456748952
MTTP	1.313956457875664	1.7603285917259943	-0.44637213385033037	0.24225492790512382	0.9968005456748952
IRF7	7.707508237718535	8.153869399205487	-0.4463611614869514	0.04041585365596412	0.9968005456748952
ZNF683	4.621697171481919	5.067705161133499	-0.44600798965158006	0.5966019255435465	0.9968005456748952
KISS1	0.9030423997294373	1.3487404755145285	-0.44569807578509113	0.23248287240206233	0.9968005456748952
CHADL	6.322518462734472	6.767863372751676	-0.4453449100172042	0.26793808403417996	0.9968005456748952
LHB	1.9371818625715822	2.382255714692613	-0.4450738521210307	0.17573433564422491	0.9968005456748952
PRL	0.9266654256077939	1.3712284985938756	-0.4445630729860818	0.09906039608063621	0.9968005456748952
SNCB	0.5044200579697651	0.9488105007813901	-0.444390442811625	0.11371221243872454	0.9968005456748952
S100A16	11.464166703785303	11.908533059662984	-0.4443663558776816	0.11512468434694922	0.9968005456748952
CYP2A7	2.4932972096289014	2.9376608061799634	-0.44436359655106195	0.5382526579885009	0.9968005456748952
CRHR2	2.733871032039859	3.177996737319926	-0.4441257052800669	0.11944499769858896	0.9968005456748952
DCLK3	2.029969732244599	2.473584591313997	-0.443614859069398	0.09291863266756262	0.9968005456748952
FANCD2OS	1.8724049332408785	2.3157949092575794	-0.4433899760167008	0.35912607741754865	0.9968005456748952
CLEC17A	1.7752771964812626	2.2185727272347995	-0.4432955307535369	0.35271251955278327	0.9968005456748952
KNDC1	2.6720566763867315	3.115292716412463	-0.44323604002573136	0.42365593666732393	0.9968005456748952
PALM3	4.270171943083672	4.713193268024836	-0.44302132494116364	0.21378527936817715	0.9968005456748952
KCNK1	6.53162324800167	6.9746190179009835	-0.4429957698993139	0.24724784137132505	0.9968005456748952
CACNB2	4.453504548658819	4.896282604980883	-0.442778056322064	0.4308221592122584	0.9968005456748952
GP1BB	4.8383400940611585	5.280823301853316	-0.4424832077921579	0.21606128757769327	0.9968005456748952
RGS4	5.30998402748697	5.752291949198962	-0.4423079217119916	0.3495330881676245	0.9968005456748952
DPRX	1.0552601053948085	1.4974428014464474	-0.44218269605163885	0.12389131916687712	0.9968005456748952
KIAA1875	2.591790722534953	3.0337818043809213	-0.44199108184596847	0.2897879908518828	0.9968005456748952
CRIP1	3.7516750733873523	4.193598983149888	-0.44192390976253604	0.2092852608192105	0.9968005456748952
C8B	0.6410033144420948	1.0828307502763164	-0.44182743583422157	0.09906039608063621	0.9968005456748952
CMPK2	6.2908375921257464	6.732533560465199	-0.44169596833945235	0.42365593666732393	0.9968005456748952
PCDHGA1	3.1744643434879047	3.615967346087916	-0.4415030026000113	0.24225492790512382	0.9968005456748952
CXCL11	3.3225998347041945	3.7637014778936115	-0.441101643189417	0.5796392710816556	0.9968005456748952
FAM19A3	3.43087103191886	3.871862666343991	-0.440991634425131	0.5181302014501532	0.9968005456748952
COX7B2	0.0	0.44080523019245654	-0.44080523019245654	0.6576721644197554	0.9968005456748952
GRM8	1.059622050603784	1.4999901827951005	-0.44036813219131665	0.3187445718849643	0.9968005456748952
TP53I3	8.610000807850332	9.04986803624501	-0.43986722839467873	0.07837249165615101	0.9968005456748952
NKD2	5.847555590483423	6.287182389779489	-0.4396267992960663	0.23733336648144743	0.9968005456748952
TSPAN1	7.937531363807785	8.376336350605225	-0.4388049867974404	0.43805820953012475	0.9968005456748952
RGS7	1.2122810259842336	1.6508744212379756	-0.43859339525374197	0.3788028854848392	0.9968005456748952
FAM173A	7.752506598622698	8.191067203543344	-0.43856060492064586	0.5301568464734608	0.9968005456748952
PRR19	3.799310516678504	4.237856329937647	-0.43854581325914266	0.13964939861042958	0.9968005456748952
HMGA1	9.345002687709652	9.783198327811629	-0.4381956401019771	0.20485425250567324	0.9968005456748952
ASCL1	0.8384875186836723	1.2766675512690164	-0.4381800325853441	0.6487937907649539	0.9968005456748952
RP11-514P8.6	1.9880343548010837	2.425951920408362	-0.43791756560727824	0.29260127988264706	0.9968005456748952
OCLM	3.0261157848888995	3.4638405898971785	-0.4377248050082789	0.042882252788430386	0.9968005456748952
CSPG5	3.7308592754854506	4.168220390503637	-0.43736111501818664	0.12389131916687712	0.9968005456748952
MRPL41	8.755839957469785	9.193199619894445	-0.43735966242465985	0.11944499769858896	0.9968005456748952
CA8	7.170854645284693	7.607745314059081	-0.43689066877438876	0.4714725256270651	0.9968005456748952
JUND	11.398333735172272	11.835066596001761	-0.4367328608294887	0.15871764168863178	0.9968005456748952
C20orf85	0.6483457210887719	1.084792419973909	-0.4364466988851371	0.5546281960154003	0.9968005456748952
SPTBN2	7.4433089397845	7.8797353399861985	-0.43642640020169843	0.4308221592122584	0.9968005456748952
NME4	10.82499957316748	11.261333108750806	-0.43633353558332644	0.03694233511738376	0.9968005456748952
JSRP1	3.4575088497980633	3.8937066423628455	-0.4361977925647822	0.7818140034887687	0.9968005456748952
WFDC10B	0.6502068622908111	1.0860315887278689	-0.4358247264370577	0.4344314819685653	0.9968005456748952
CFHR1	1.7556862803151407	2.191439534888975	-0.43575325457383407	0.46769177895923586	0.9968005456748952
GABRA4	0.6806116291901416	1.1163313968773556	-0.435719767687214	0.2897879908518828	0.9968005456748952
MEX3D	7.185007739132186	7.620402130758182	-0.43539439162599614	0.06134637522011932	0.9968005456748952
AP000275.65	4.91084995087616	5.346106265254072	-0.435256314377912	0.17573433564422491	0.9968005456748952
LAG3	4.385854723948195	4.820964798553059	-0.4351100746048644	0.29828271336921386	0.9968005456748952
PROSER2	6.565838288537854	7.000124780713296	-0.4342864921754419	0.117990997556088	0.9968005456748952
C1orf173	3.170649232313903	3.6044658294761804	-0.4338165971622776	0.762976714121028	0.9968005456748952
PTMS	12.321667681812782	12.755466726382126	-0.43379904456934426	0.07630869792358597	0.9968005456748952
HMGB3	8.314995348313962	8.748400847538893	-0.4334054992249303	0.327788853600564	0.9968005456748952
RND1	6.321658247833153	6.755060571861618	-0.43340232402846457	0.4527380620491841	0.9968005456748952
C9orf66	4.029396464047777	4.462778118421961	-0.43338165437418397	0.2348992544963665	0.9968005456748952
MEX3A	5.283195854306846	5.716424952702939	-0.4332290983960929	0.5587598228708939	0.9968005456748952
AC120194.1	7.737487468905688	8.170667527857399	-0.4331800589517103	0.7257303323445422	0.9968005456748952
ADAL	6.848354411551287	7.28146928867029	-0.433114877119003	0.043518362989328985	0.9968005456748952
C1orf64	5.3507867784214875	5.783007440100636	-0.43222066167914885	0.4906267281043789	0.9968005456748952
KRTAP5-10	0.9868101419820593	1.4182593104433177	-0.43144916846125836	0.17969417851545832	0.9968005456748952
WDR64	0.8911998186226894	1.32257057276522	-0.43137075414253057	0.153331785907463	0.9968005456748952
RABEP2	7.4550149738472955	7.885998931580642	-0.4309839577333463	0.36236016800539117	0.9968005456748952
EPHA6	2.683489865305891	3.1142225211338324	-0.4307326558279412	0.49450715109706633	0.9968005456748952
MYT1	0.7050289194010296	1.135511124167332	-0.4304822047663023	0.7676733789911137	0.9968005456748952
SLC38A11	3.69123062160145	4.121406311834604	-0.43017569023315394	0.35912607741754865	0.9968005456748952
MS4A6E	1.1034118908043173	1.5333634359794905	-0.4299515451751732	0.4453636610672429	0.9968005456748952
SERPINE2	8.380841605428282	8.810398098850023	-0.4295564934217406	0.3495330881676245	0.9968005456748952
IL6	8.06418668953722	8.493607051409171	-0.42942036187195143	0.6621296288565985	0.9968005456748952
GRIK5	4.659329304724503	5.088627093054803	-0.42929778833029975	0.24977113927297545	0.9968005456748952
MELK	4.114108992925245	4.543369876130134	-0.429260883204889	0.2626572740155252	0.9968005456748952
SLC22A14	1.0302122942133403	1.4594651792013098	-0.42925288498796954	0.08155314501604971	0.9968005456748952
ZNF695	2.539319237755517	2.96847835348259	-0.4291591157270731	0.43805820953012475	0.9968005456748952
CNGB3	0.3449787393935608	0.7740512967223785	-0.4290725573288177	0.17573433564422491	0.9968005456748952
NCR3	3.132398049390686	3.5614530458239324	-0.4290549964332464	0.2348992544963665	0.9968005456748952
PMAIP1	6.030014129448993	6.4590602953470535	-0.4290461658980602	0.25231237392915395	0.9968005456748952
HIC1	7.141646332128278	7.570264558272442	-0.428618226144164	0.23733336648144743	0.9968005456748952
FAM131C	2.3204136004539433	2.748690988796433	-0.42827738834248974	0.32475576540261863	0.9968005456748952
S100A3	4.513302800557386	4.9414314353061926	-0.42812863474880647	0.17183994239922928	0.9968005456748952
ZNF812	4.9616506192525796	5.38958575891227	-0.42793513965969066	0.3922822278203568	0.9968005456748952
HOXA7	8.074998901378008	8.502665698782772	-0.42766679740476476	0.1623869828493295	0.9968005456748952
RAB3B	2.8102945762488964	3.2378239697519047	-0.4275293935030082	0.35591018837100963	0.9968005456748952
SLCO4C1	1.7806927963202543	2.207798068517819	-0.42710527219756456	0.5382526579885009	0.9968005456748952
CIITA	7.174174552565314	7.601204057231259	-0.4270295046659447	0.36236016800539117	0.9968005456748952
CLGN	4.513406129590117	4.940271263415227	-0.4268651338251095	0.45645097049756655	0.9968005456748952
NKX2-2	0.2661003344986563	0.692780211081699	-0.4266798765830427	0.7489396179928529	0.9968005456748952
RAI2	9.0816702348344	9.508267703100572	-0.42659746826617173	0.3788028854848392	0.9968005456748952
LFNG	8.658335577970872	9.084931853815672	-0.4265962758447994	0.23248287240206233	0.9968005456748952
RIMS2	2.6089216997041684	3.035382978254884	-0.4264612785507156	0.47908432720534844	0.9968005456748952
GPHA2	0.6813929815726056	1.107803740864185	-0.42641075929157934	0.27060566650909446	0.9968005456748952
PTPN3	7.71831751424872	8.144534600816845	-0.4262170865681254	0.09291863266756262	0.9968005456748952
CYP4F3	1.7718204302557414	2.1976536317119946	-0.42583320145625314	0.47527006500734925	0.9968005456748952
NSG1	7.325841038835013	7.751484610694764	-0.42564357185975066	0.21606128757769327	0.9968005456748952
MIA-RAB4B	1.7304122025874433	2.155850879972871	-0.42543867738542773	0.19619766291266105	0.9968005456748952
ATG9B	4.355709145987141	4.7810441794633896	-0.4253350334762489	0.3495330881676245	0.9968005456748952
QPCT	6.612512903989838	7.037731845911611	-0.4252189419217727	0.2626572740155252	0.9968005456748952
CEBPA	4.710612277139647	5.13535083550529	-0.4247385583656431	0.45645097049756655	0.9968005456748952
CTSV	5.69169727004979	6.116389363944484	-0.4246920938946941	0.10685349915878828	0.9968005456748952
TCF24	0.16845664395087098	0.5930022692621196	-0.4245456253112486	0.28421620743647835	0.9968005456748952
CAPN12	4.576146671726547	5.0006011551927925	-0.4244544834662456	0.30403735312763824	0.9968005456748952
IER3	9.864168165236414	10.288533091148896	-0.42436492591248154	0.34637190994450895	0.9968005456748952
PCSK2	1.5151645804425282	1.9394462971889914	-0.4242817167464632	0.7960271211323893	0.9968005456748952
CDA	5.468313182362792	5.8925113087717875	-0.4241981264089958	0.13158760640666844	0.9968005456748952
KIF14	1.916545969694245	2.340604703791457	-0.42405873409721195	0.3157664707007266	0.9968005456748952
EGR3	8.825851183615947	9.249867522259398	-0.424016338643451	0.6891216451070524	0.9968005456748952
OPN1SW	1.6209826884518719	2.044985316963927	-0.4240026285120553	0.1661199704495876	0.9968005456748952
NRL	4.607456654938635	5.031327827057274	-0.42387117211863945	0.08595609792751557	0.9968005456748952
ZNF628	5.273209153290059	5.696544931936884	-0.42333577864682503	0.17969417851545832	0.9968005456748952
CYP4F2	0.5743983651205465	0.9974366961630853	-0.42303833104253874	0.4417022877906003	0.9968005456748952
MVD	8.105002649488762	8.5278666574497	-0.42286400796093737	0.11655091953221419	0.9968005456748952
DHRS13	6.540827962096422	6.963336463744571	-0.42250850164814846	0.07329631294010297	0.9968005456748952
NET1	10.204168504543402	10.626532814578308	-0.42236431003490615	0.1363802156357895	0.9968005456748952
HR	6.883362625577283	7.305460916967218	-0.4220982913899345	0.42365593666732393	0.9968005456748952
PPP1R1C	2.9059731371563564	3.3279372207405706	-0.4219640835842142	0.5062461994287337	0.9968005456748952
CPSF4L	1.5011631729399426	1.9231144552862027	-0.4219512823462601	0.30115087819951325	0.9968005456748952
CTC-260F20.3	3.1166255202633573	3.5381618426706853	-0.4215363224073281	0.08708633265302268	0.9968005456748952
GPR21	1.933492050246184	2.3545881403434077	-0.4210960900972236	0.1463682992147698	0.9968005456748952
HIST2H4A	6.980003437579017	7.401068334927032	-0.4210648973480149	0.5023169668785112	0.9968005456748952
MRPL55	9.934167601581105	10.35519946777037	-0.42103186618926536	0.01406201711995858	0.9968005456748952
SAMD10	6.118337389127519	6.539059913015295	-0.4207225238877763	0.18169879713318637	0.9968005456748952
AQP2	1.0607600045943881	1.4812000020574227	-0.4204399974630346	0.27060566650909446	0.9968005456748952
EGR2	9.013319248159826	9.433332703815845	-0.42001345565601866	0.5966019255435465	0.9968005456748952
CLNK	1.1428168687856928	1.5627519856344498	-0.41993511684875706	0.07529354495594376	0.9968005456748952
CCL14	12.320833017424455	12.740665668235758	-0.41983265081130305	0.4060484491047265	0.9968005456748952
MRPL14	9.241667927995119	9.661467775524503	-0.4197998475293847	0.014550968251942242	0.9968005456748952
PTHLH	8.169159019386042	8.588804774654399	-0.41964575526835723	0.46392789332019235	0.9968005456748952
CDT1	4.6100173945085485	5.029032376458105	-0.4190149819495561	0.23733336648144743	0.9968005456748952
COL1A1	11.935832936454007	12.354666393220004	-0.4188334567659968	0.3157664707007266	0.9968005456748952
CSRNP1	9.951667111863006	10.370132822844058	-0.41846571098105123	0.13001941293937802	0.9968005456748952
