Name	Mean(log(breast_black))	Mean(log(breast_white))	logFC	M-W U test pval	Adj pval
HMSD	1.1667956919878273	2.100129523428307	-0.9333338314404795	0.17183994239922928	0.9968005456748952
S100A2	7.427535310501959	8.358663102322106	-0.9311277918201473	0.19619766291266105	0.9968005456748952
GJB1	4.458582604333735	5.3889776438190236	-0.9303950394852887	0.1463682992147698	0.9968005456748952
EFCAB5	1.3608555359993744	2.2903094842471057	-0.9294539482477313	0.011027086335033576	0.9968005456748952
CCL18	6.44915157123289	7.378009416023721	-0.9288578447908309	0.3754781198039433	0.9968005456748952
NUDT8	7.208327827890993	8.131869062519124	-0.9235412346281313	0.05561086915218616	0.9968005456748952
NOL4	1.9813520905651096	2.9046116789083	-0.9232595883431902	0.07733498587795284	0.9968005456748952
OIP5	3.4949814509393424	4.41704988285692	-0.9220684319175771	0.013127426130916109	0.9968005456748952
S100P	4.904205655151381	5.825624266515517	-0.9214186113641354	0.2652886277004942	0.9968005456748952
PRND	3.133384497196046	4.051216760756676	-0.9178322635606295	0.41655994327679124	0.9968005456748952
ARL9	3.2237799512514993	4.140713606589147	-0.9169336553376475	0.09906039608063621	0.9968005456748952
CTD-2535L24.2	0.0	0.9145822020577128	-0.9145822020577128	0.007842503776688936	0.9968005456748952
VIPR2	4.407448461451605	5.320470872036589	-0.9130224105849836	0.15871764168863178	0.9968005456748952
ZPLD1	0.8400213134436617	1.7525283701915844	-0.9125070567479227	0.042882252788430386	0.9968005456748952
CALML3	6.928322356219624	7.839796885582144	-0.9114745293625202	0.24225492790512382	0.9968005456748952
XAGE1B	0.8652243271925592	1.775304954676184	-0.910080627483625	0.36561243995898673	0.9968005456748952
HIST2H2AA4	8.519179767829668	9.426934288513609	-0.907754520683941	0.12692658379241595	0.9968005456748952
MATN4	2.3896469551613997	3.2962177401977826	-0.9065707850363829	0.07529354495594376	0.9968005456748952
HIST2H2AA3	4.914161167977805	5.819616840383553	-0.9054556724057479	0.026296729258977525	0.9968005456748952
CXorf31	1.3433112277994956	2.2482670857004816	-0.904955857900986	0.21606128757769327	0.9968005456748952
TTK	3.840645604566452	4.743812215378824	-0.9031666108123724	0.008282961622830043	0.9968005456748952
LY6H	1.7428099254991782	2.644301213161104	-0.9014912876619257	0.06307229529573588	0.9968005456748952
CA9	1.8046351381425036	2.7053711360285257	-0.9007359978860221	0.20266450360161803	0.9968005456748952
SERHL2	7.900831011373525	8.800804882854633	-0.8999738714811079	0.08373119027050857	0.9968005456748952
XAGE1D	0.2777757691312414	1.1770596908123248	-0.8992839216810833	0.33699802954170655	0.9968005456748952
BPI	4.6906398057575345	5.587170409844535	-0.8965306040870002	0.5838586751500894	0.9968005456748952
FAM21B	5.867352636750895	6.763603001593407	-0.896250364842512	0.36561243995898673	0.9968005456748952
HIST1H3H	2.410164135176449	3.301825675286511	-0.891661540110062	0.14130644670226888	0.9968005456748952
C19orf33	7.3650126877387585	8.256490926823775	-0.891478239085016	0.2574487746018288	0.9968005456748952
XAGE1E	0.060931936797683356	0.9505127657165379	-0.8895808289188545	0.2548715759015089	0.9968005456748952
AL021546.6	0.4166666666666667	1.3042721871094185	-0.8876055204427518	0.3339099919779883	0.9968005456748952
CST2	0.9552508990781825	1.8414979566912713	-0.8862470576130888	0.3788028854848392	0.9968005456748952
C10orf91	0.5744904954179099	1.4603251285828347	-0.8858346331649248	0.01246296438569583	0.9968005456748952
PRODH	6.534173428407708	7.419473970237042	-0.8853005418293334	0.17183994239922928	0.9968005456748952
MMP13	0.7274258445595062	1.610645778500485	-0.8832199339409789	0.27329139740061603	0.9968005456748952
ASB12	1.4049048349817672	2.287660551519421	-0.8827557165376538	0.019032545643577148	0.9968005456748952
RGPD2	4.710737756360214	5.593303490077128	-0.8825657337169135	0.06220438311406706	0.9968005456748952
SLC39A4	7.868338762902963	8.748931808320696	-0.8805930454177338	0.07837249165615101	0.9968005456748952
MEIG1	1.7632231758533352	2.6431720878757714	-0.8799489120224362	0.13964939861042958	0.9968005456748952
DUSP4	8.736672124570154	9.612928020837815	-0.8762558962676614	0.07329631294010297	0.9968005456748952
PTPRN	1.4522198890072413	2.326649281117897	-0.8744293921106558	0.06134637522011932	0.9968005456748952
MAL	4.4193048092058085	5.293317537135403	-0.8740127279295944	0.06307229529573588	0.9968005456748952
RGPD1	3.279261331797283	4.1532012103750375	-0.8739398785777546	0.09291863266756262	0.9968005456748952
C8orf34	4.108358666993173	4.980665969648521	-0.8723073026553481	0.23733336648144743	0.9968005456748952
DEFB132	5.000841877454492	5.870535418349786	-0.8696935408952946	0.5712436521985094	0.9968005456748952
KLK3	3.259748836328118	4.12732975543043	-0.8675809191023118	0.16054438990208808	0.9968005456748952
APOBEC3H	2.9053887447986835	3.772602191993436	-0.8672134471947524	0.016941497635104663	0.9968005456748952
LPPR3	3.863478954594789	4.728597912047283	-0.8651189574524936	0.25231237392915395	0.9968005456748952
ATHL1	8.039148442366324	8.903339065418008	-0.8641906230516838	0.05720207539545352	0.9968005456748952
S100A1	10.868335795462073	11.731731860076769	-0.8633960646146956	0.1878121609429798	0.9968005456748952
EPHB6	7.134150745665458	7.994806227879203	-0.8606554822137449	0.08048148827849955	0.9968005456748952
ADAT3	3.902579213819519	4.7629279517966685	-0.8603487379771493	0.11512468434694922	0.9968005456748952
NEDD8-MDP1	2.5892550687868137	3.4487825775835064	-0.8595275087966927	0.1515677341087306	0.9968005456748952
TFF2	1.371814845913281	2.227621046532625	-0.8558062006193439	0.20485425250567324	0.9968005456748952
FOS	13.162499773227514	14.01680011809183	-0.8543003448643152	0.10160606064685784	0.9968005456748952
SYT17	6.077520460205563	6.930791200505593	-0.8532707403000295	0.05253897729199797	0.9968005456748952
MUM1L1	4.110707128060694	4.96068462193967	-0.8499774938789759	0.08822853193958535	0.9968005456748952
OLIG1	0.8020250696710778	1.6509319637225275	-0.8489068940514497	0.08708633265302268	0.9968005456748952
CARTPT	1.346053240472659	2.19312158936905	-0.847068348896391	0.3401043685615801	0.9968005456748952
APOBEC3B	4.900866986401628	5.747626158979734	-0.8467591725781061	0.05561086915218616	0.9968005456748952
GHRHR	0.5300387729757147	1.3751677235915518	-0.8451289506158371	0.07837249165615101	0.9968005456748952
C1QTNF9B	3.5564614766539413	4.3977161181795035	-0.8412546415255622	0.06220438311406706	0.9968005456748952
DIRAS1	5.27166198838358	6.112883375964574	-0.841221387580994	0.08155314501604971	0.9968005456748952
PRH2	0.5416792211756369	1.3803047603869578	-0.8386255392113209	0.05179356913825117	0.9968005456748952
NPY	1.0290162935381595	1.8675595123814992	-0.8385432188433397	0.024286004021038088	0.9968005456748952
CTD-2132N18.3	0.0	0.8381111545468393	-0.8381111545468393	0.12091299894640051	0.9968005456748952
NKAIN1	3.376861667975962	4.2147043181301544	-0.8378426501541925	0.30694214501182127	0.9968005456748952
PNMA6D	0.45440557248920493	1.2906994516399235	-0.8362938791507186	0.050329282157085986	0.9968005456748952
IGSF22	4.065077966486752	4.898332228869429	-0.8332542623826775	0.04416242565182904	0.9968005456748952
HIST1H3G	0.4391795948972108	1.2715987531900066	-0.8324191582927958	0.41655994327679124	0.9968005456748952
FKBP1B	6.305798556348598	7.137066705090539	-0.8312681487419411	0.046143077186677095	0.9968005456748952
TNN	6.141683246370024	6.972397340332191	-0.8307140939621664	0.09780679096767386	0.9968005456748952
FBLL1	3.108802017268779	3.9384400296715936	-0.8296380124028144	0.1123134239761262	0.9968005456748952
KCNF1	2.641854398544311	3.4701550365487606	-0.8283006380044498	0.2548715759015089	0.9968005456748952
FAM57B	1.9147410959817293	2.7404715286276904	-0.8257304326459611	0.06849231022302693	0.9968005456748952
HAPLN3	7.757512377925077	8.581202869643434	-0.8236904917183567	0.0540567140371504	0.9968005456748952
ACE2	3.71137110074937	4.534817492601137	-0.8234463918517672	0.1878121609429798	0.9968005456748952
HIST1H2BE	0.792579089137789	1.6143703597347852	-0.8217912705969962	0.07942129814627641	0.9968005456748952
HUS1B	1.2615472611393639	2.0823763989490063	-0.8208291378096424	0.04750465211768751	0.9968005456748952
AL603965.1	1.459159839352582	2.279857285499758	-0.8206974461471759	0.21835469056590184	0.9968005456748952
NPFF	4.351707118246422	5.16747127746435	-0.8157641592179283	0.27060566650909446	0.9968005456748952
IFITM10	5.618445929524225	6.433725271774076	-0.815279342249851	0.09412189775925206	0.9968005456748952
LDHC	2.523365739767749	3.3377217290454193	-0.8143559892776704	0.19407600870256303	0.9968005456748952
C2CD4B	5.062517891417984	5.874431059145111	-0.8119131677271278	0.24474244852424698	0.9968005456748952
ASTL	1.139775700500376	1.9500806956067978	-0.8103049951064218	0.05329333276480519	0.9968005456748952
HPSE2	5.009979534085727	5.819315371636645	-0.8093358375509174	0.05179356913825117	0.9968005456748952
DEPDC1	2.6659293934755155	3.47499475675387	-0.8090653632783544	0.028007371079922905	0.9968005456748952
TUBB4A	2.144714993350221	2.9532987806977515	-0.8085837873475303	0.11944499769858896	0.9968005456748952
PPP1R42	2.1716059799366394	2.9772553271433684	-0.805649347206729	0.2574487746018288	0.9968005456748952
XAGE1A	0.266501883968106	1.0705466836917399	-0.804044799723634	0.33699802954170655	0.9968005456748952
HIST1H4H	5.3775040593329075	6.181307617780467	-0.8038035584475596	0.11944499769858896	0.9968005456748952
FGG	2.3737804543380436	3.1771449012196533	-0.8033644468816097	0.260043998280576	0.9968005456748952
SPAG6	2.9048511638045604	3.70571139578211	-0.8008602319775497	0.2574487746018288	0.9968005456748952
PGC	1.9825216557651755	2.7816158987760082	-0.7990942430108328	0.21835469056590184	0.9968005456748952
XKR9	3.145776337386417	3.9444251237235024	-0.7986487863370852	0.06573626916424058	0.9968005456748952
RP11-73M18.2	3.4225001627750786	4.221066799647649	-0.7985666368725703	0.5923401158937561	0.9968005456748952
FLJ27365	5.035085167635926	5.833465165670555	-0.7983799980346289	0.03270898307376824	0.9968005456748952
HIST2H2AC	3.3864945343901014	4.184639117434389	-0.7981445830442877	0.10420354391604236	0.9968005456748952
SCXA	2.4588926983010824	3.255434863247245	-0.7965421649461626	0.05801177145112346	0.9968005456748952
YBX2	6.083539588297243	6.873063526529057	-0.789523938231814	0.22299386153439427	0.9968005456748952
CST4	0.0	0.7880036525423575	-0.7880036525423575	0.5546281960154003	0.9968005456748952
CLPSL2	2.0983712364879037	2.885906421827027	-0.7875351853391233	0.46769177895923586	0.9968005456748952
MYBL2	4.492435335216022	5.278697744562398	-0.7862624093463761	0.07329631294010297	0.9968005456748952
FIBCD1	1.7710839264601983	2.5572472722487474	-0.7861633457885491	0.19197124401567123	0.9968005456748952
FAM27E2	1.6450298802050451	2.4311355411245645	-0.7861056609195194	0.037502956881773186	0.9968005456748952
NPTX2	2.7477341472441004	3.530174657279943	-0.7824405100358427	0.08263635134609204	0.9968005456748952
RNF208	6.186650125406111	6.968392084310376	-0.7817419589042656	0.010274318937634863	0.9968005456748952
