Name	Mean(log(Black))	Mean(log(White))	logFC	M-W U test pval	Adj pval
TMEM206	7.991270306719118	7.787136398652315	0.20413390806680276	5.313900742764943E-4	0.0013997217287711186
RPS7	14.9295774892116	14.725474785162417	0.2041027040491823	6.92015048009198E-4	0.0017708273225155982
SGSM2	9.731548549261737	9.527492015431351	0.2040565338303857	0.005631935088509121	0.011687420445752977
BATF2	6.230583186430231	6.026597439065835	0.20398574736439556	0.2233209004162382	0.29635093546928953
PMPCA	9.899859323226885	9.695890260073591	0.2039690631532931	5.051436439140744E-7	2.655795624411987E-6
PRICKLE4	7.335282262762523	7.131397300259923	0.2038849625025998	0.019369786592080107	0.034961600933098406
TMEM180	6.2633050921560365	6.0594340778821625	0.203871014273874	0.0032711311995332615	0.00715429823536685
NXT1	9.26492902206612	9.06106783590228	0.20386118616383975	1.0138274108451029E-5	3.921797962258074E-5
SAFB2	9.66190070261743	9.458041581896994	0.20385912072043588	9.671546291611932E-7	4.763066551185411E-6
STARD3	10.409084609418002	10.205252643063542	0.20383196635446055	0.0383067587885938	0.06389254428591173
STIL	6.79133846030382	6.587564141097457	0.2037743192063628	0.004837817420944135	0.010168070498584487
OPTN	10.24626735858709	10.042552189371508	0.20371516921558275	0.01479932866555056	0.027612475530888924
MALSU1	9.937676158541175	9.734020862992663	0.20365529554851136	5.045881357079729E-6	2.095680530789875E-5
MYO1F	7.578948282827975	7.375311678995427	0.2036366038325479	0.006346892361964174	0.012989055365332233
FAM212A	5.793793750454711	5.590183048840649	0.20361070161406136	0.04749635192486468	0.07736370282225521
C1QL3	3.2722642110024784	3.06869903732142	0.20356517368105864	0.6108369615174274	0.6845042298274296
AHDC1	7.754439017252526	7.551142656382882	0.2032963608696443	0.0021355230692240434	0.00488165509435274
TFAP2C	9.278164260442392	9.074909487654372	0.20325477278801962	0.1039196575690754	0.15324573308890696
TCEA2	10.119436439568902	9.916186778494176	0.20324966107472697	0.0013475114643369812	0.003220165173665543
LUC7L	9.948943788666867	9.74571218720597	0.20323160146089592	0.0010456707338062365	0.0025679281828585735
MPG	10.510211195901352	10.307033050081774	0.20317814581957805	2.7439191553213504E-4	7.714148758368699E-4
RASGEF1A	6.264437208575798	6.061341879420697	0.20309532915510164	0.11597743370091662	0.16896096492769327
NFKBIE	8.663519285720687	8.460445859848933	0.2030734258717537	0.0015501985984475164	0.0036447478537214263
LZTS3	6.4476209539836535	6.244578044525386	0.20304290945826775	0.13632489996339625	0.19428351812609534
FAU	14.325633789384407	14.122640964838357	0.20299282454604928	1.80041087659899E-4	5.296249860219805E-4
DEFB1	6.4994901888915315	6.296531905362681	0.2029582835288508	0.774747116913467	0.8257077769913426
DNMT3L	0.522076958110854	0.3191191097860573	0.20295784832479669	0.013343449102411475	0.02520075651281943
STK19	9.493803432998812	9.290994111886	0.20280932111281125	1.0323435226333721E-5	3.9849597783380614E-5
E2F3	7.75507059426297	7.552286435730011	0.2027841585329595	0.006048033209616777	0.012465683659296144
PCED1B	7.578804413991289	7.376051709125552	0.2027527048657367	0.06642724234564512	0.10395917655743653
AGO2	7.475633117184938	7.27289525779804	0.20273785938689848	0.003640500201711916	0.007886379168975546
SENP3	10.178380468175764	9.975653134477138	0.2027273336986255	6.6040012630663725E-6	2.6573590588370476E-5
ZNF768	10.050140558561086	9.847492496882873	0.2026480616782127	4.5567111167965635E-4	0.001217887039317567
GTSCR1	0.8959152962724314	0.6932939040641999	0.2026213922082315	0.10255213016909881	0.15160965943985938
SNX8	9.867464065752756	9.664955303842415	0.20250876191034095	2.1489358241177925E-4	6.203268224573346E-4
RTKN2	5.829290530349765	5.626785908858546	0.20250462149121962	0.0245487301800551	0.04307143295174985
CD101	5.300848616587062	5.098392444362702	0.20245617222435985	0.04287359883008457	0.07066189881389143
C15orf27	3.973375218932291	3.7709268307868373	0.20244838814545352	0.037509430504113594	0.06270048172013921
ESPN	8.58274146226352	8.380339412462874	0.20240204980064647	0.2520154733409429	0.32856366243004165
DHCR7	10.24683069804875	10.04449549872372	0.20233519932503086	0.011777687691719607	0.022523915598193583
SDF4	11.475351982437534	11.273071141133821	0.20228084130371293	3.299740406697005E-4	9.110805380043337E-4
PSMC4	11.129929123329648	10.927818666149665	0.2021104571799821	6.066389023340335E-7	3.1306624225864037E-6
CPSF3L	10.834718191101784	10.632611132834793	0.20210705826699105	4.779706988200516E-6	1.9974305568863654E-5
ASGR2	3.535618318719549	3.3335449485654043	0.20207337015414462	0.016402195158998212	0.03022531399733638
PPP1R15A	9.58253454279018	9.3804751744228	0.20205936836737948	0.010601697573010105	0.02050096795494373
HNRNPAB	11.878802763400868	11.676899098941908	0.20190366445896046	4.2928116594787014E-7	2.2906734820517466E-6
USMG5	12.85591557638477	12.654035626059853	0.20187995032491735	5.839496287185497E-6	2.3818344094562662E-5
SSSCA1	10.405422267814156	10.20354597578886	0.20187629202529678	1.4036021373509122E-5	5.247875615979227E-5
SBK1	7.782603011786604	7.580759956463154	0.20184305532345004	0.04916515603966265	0.07974668879536304
GAA	10.679436401466	10.47759636050437	0.20184004096163122	0.004185062141309759	0.008939520492321527
ABHD11	10.494577479621992	10.292967294162834	0.20161018545915788	0.0018408282047330804	0.00425986826742044
NRG4	4.67754608787279	4.476086127894418	0.20145995997837218	0.0035369811103733717	0.00768773123071009
C1orf143	0.8385229242980083	0.637103416241704	0.20141950805630437	0.14203169404159555	0.20104781687280723
FASN	12.784295839639226	12.58289326682124	0.20140257281798668	0.2633803322715279	0.3411823466341181
TAB1	8.544575128445045	8.34319047201428	0.20138465643076486	4.5753751262145315E-5	1.5172383794358893E-4
CORO7	8.769648543744063	8.568294769761993	0.20135377398207055	3.420360240025122E-5	1.164982245957313E-4
RNF17	0.45749224336072636	0.25613914824604994	0.20135309511467642	4.7134054119468694E-4	0.0012564481756788112
NARFL	9.364225660567218	9.162951981644186	0.20127367892303205	5.462861284285525E-4	0.0014335681514323917
SIGMAR1	10.533028531411716	10.331795069691877	0.20123346171983947	2.8328744198080624E-4	7.939721288634107E-4
TBP	8.161129765294538	7.960029343484429	0.2011004218101089	2.925851175783478E-7	1.6186391741606532E-6
SELL	7.344072481580088	7.143026943744864	0.20104553783522405	0.11588659306716997	0.16885563908627085
UPF3B	7.825000323539448	7.624140212893612	0.2008601106458361	1.821599531593998E-4	5.350801720869337E-4
SHC2	7.909221334108155	7.708484891250197	0.20073644285795833	0.030720101019182988	0.05261680426609241
TICAM1	8.480918804798218	8.280207858533299	0.2007109462649197	0.0010099680589721327	0.0024889767645467496
C16orf13	11.124295807096312	10.923590462716177	0.20070534438013432	5.526737770542578E-4	0.001447827219176085
CD2	7.732179199550656	7.5315204163983545	0.2006587831523019	0.1374103850506302	0.19560090140238215
POLD2	11.566056077473728	11.365504284286354	0.20055179318737437	5.6643626327734786E-5	1.844767029114281E-4
WBSCR22	11.383239217760634	11.182774247266877	0.20046497049375667	9.44285701298675E-7	4.66558089854896E-6
RALGDS	9.992746407175348	9.792285233708183	0.20046117346716485	1.3757936267477788E-4	4.1407954933615185E-4
CHRNA5	5.635527849176737	5.435127189267792	0.2004006599089445	0.10383636673163055	0.15317251829875714
NDUFB2	12.702394388555916	12.502003062448061	0.20039132610785515	4.5511833768330234E-7	2.4143941642552586E-6
LYPD8	0.452813027723078	0.25244932141550913	0.2003637063075689	0.08817987575532193	0.13300744552392937
CALML4	7.706478362429543	7.506231957013621	0.2002464054159221	3.538067211995566E-4	9.70264720145509E-4
TMC1	2.1666528226288397	1.9664792313993227	0.20017359122951706	0.1747777257494736	0.23990442729495123
CDH26	3.6602778828895453	3.460121689218689	0.20015619367085646	0.08810684761157239	0.13291930986596723
ILVBL	9.907324002197587	9.707210671002503	0.2001133311950838	0.0026773373867130523	0.005978380147966908
ATP13A1	10.07514088657818	9.87505943624342	0.20008145033476055	7.313247696316694E-7	3.707930597030056E-6
PRMT2	10.800845047147527	10.600830689430854	0.20001435771667353	6.367638662285735E-5	2.0488946169178057E-4
EMG1	10.144508008164236	9.94454008192526	0.1999679262389762	9.2759097966022E-6	3.6267254017973224E-5
AC115618.1	2.4197514324543454	2.219817680008589	0.1999337524457565	0.0013274725490349804	0.0031785340603503894
SIRT5	8.363520364494011	8.16362079868961	0.19989956580440094	6.473846361143565E-5	2.0790282124695221E-4
ALKBH7	10.627605578057238	10.427863320884718	0.19974225717252025	0.0016846973963238199	0.003932544088932249
NOL3	9.569577466438144	9.36988138154189	0.199696084896253	0.013925065506766643	0.02616085135230391
XRCC3	7.918804843123313	7.719169480305666	0.19963536281764682	6.895451708839317E-4	0.0017659958728924432
UBE2O	8.67929413735146	8.479733014157839	0.19956112319362163	2.719049964405862E-5	9.475571747370753E-5
ADPRHL2	9.641760527461873	9.442225630468588	0.19953489699328486	1.6354512857752468E-5	6.0122807461725465E-5
LSM14B	10.021338253202703	9.82192902891585	0.19940922428685326	6.11578420461889E-7	3.1525802981749004E-6
KLHL18	8.008736065485136	7.809333813267733	0.1994022522174035	1.8792544984735926E-4	5.505064006144615E-4
MLK4	5.59950660258776	5.400359912396454	0.1991466901913057	0.08590281834685098	0.13007916585456475
SSR4	13.492957772386093	13.29388728662739	0.19907048575870334	9.801697757657601E-4	0.0024250580024787424
HTATIP2	10.021902026053471	9.822849104161847	0.19905292189162438	0.006662914461425418	0.013577822330925336
MIER2	8.225707572177978	8.026721045180956	0.19898652699702168	5.223036421586613E-6	2.159408383880486E-5
NMI	8.989719610384649	8.790771238839678	0.19894837154497047	0.010283804985232292	0.01995404393682618
BPIFB4	0.8556383167649614	0.6568126885725852	0.19882562819237615	0.4832837156942812	0.5647095489685775
DGAT2	8.478164850428467	8.279388308849592	0.1987765415788747	0.10205841164912732	0.15094102590173028
ULK3	9.356055736761174	9.157299156746252	0.1987565800149227	2.5042950864584412E-5	8.806376156513059E-5
KCTD13	8.91331069344372	8.714614181476598	0.19869651196712113	0.0017961092755339747	0.004169629334101306
ENDOV	8.758239935128463	8.559584877098759	0.19865505802970418	0.008803013114044855	0.01737514629164245
ASB1	8.498379888888833	8.299910983336854	0.19846890555197838	1.4436810423790192E-6	6.845175512576594E-6
PRSS56	0.3824314841205048	0.18402249976067492	0.1984089843598299	0.003446979138088002	0.007511832483290499
ACRC	3.9145209088447808	3.7161460752640543	0.1983748335807265	0.02173033260323931	0.038742321817933856
BACE2	10.069297110692503	9.871142444474389	0.19815466621811417	0.034093972402009176	0.05756716348835445
COX17	11.069365966364078	10.87133498177563	0.19803098458844737	0.0012170693909682173	0.0029369640583428083
DEAF1	9.326126967163308	9.128189903872714	0.19793706329059368	7.722368147905501E-4	0.001956046852707302
NEIL1	8.370419351582864	8.172520051728966	0.19789929985389776	0.0604032811129519	0.095516589010079
CLK3	9.994296496723386	9.796439402693071	0.19785709403031504	1.6770881017258432E-7	9.798886271617279E-7
RNF220	10.560210574038365	10.362462972710844	0.19774760132752078	3.843428601491006E-6	1.6400309674403513E-5
BCL3	10.289717982846625	10.092077110501359	0.19764087234526606	0.0036450629077902086	0.007892508105656316
CARS2	9.919578140481926	9.721943746579376	0.19763439390255044	0.0048319187453620405	0.01016270980373409
RP11-817J15.3	3.138337069665103	2.940713451724406	0.19762361794069694	0.6175812159209533	0.6911262814521568
MLKL	7.326619356966328	7.129095063787858	0.19752429317846953	0.011132264294059335	0.021420052543413483
ZNF469	5.809623556978632	5.612119877984206	0.19750367899442622	0.11066907671423931	0.16201810491316126
C4orf51	0.802551568637425	0.605136012575671	0.1974155560617541	0.3458145679065192	0.4277934323266898
ELL3	8.439787749946593	8.242419940739703	0.1973678092068898	0.007915533198547542	0.01580849770939224
PRAC1	0.32812605977336984	0.1307598243615172	0.19736623541185264	0.23315091277730315	0.30762474994568173
FGF11	5.88218307542664	5.684831247620195	0.197351827806445	0.14134158292013843	0.2002577336347877
RBM8A	11.938380259600246	11.741083044846663	0.19729721475358275	1.7920004777660647E-4	5.274917197523125E-4
SKP2	7.697117901593281	7.499852743072253	0.1972651585210281	0.01413154683530049	0.026510479085753248
TRIM29	8.664852212486721	8.467604746093462	0.19724746639325907	0.12602485138240815	0.18166571104768225
MGC10955	1.8651025094806837	1.6680155639460748	0.19708694553460893	0.05679711634732987	0.09056111739779124
RAB11B	10.998872817311057	10.801898970899325	0.19697384641173166	9.610083512801015E-5	2.9938221165776955E-4
TM4SF5	0.4418945938096011	0.2449517839219316	0.19694280988766952	0.059154352914240205	0.09375329173041011
CCT3	12.929436791102194	12.732581620009414	0.19685517109278017	1.1453820873996712E-4	3.5070105204644943E-4
GPR132	6.01282210639359	5.8159682240859025	0.1968538823076873	0.08836265964436985	0.13323900955814405
NAT6	7.78126913536099	7.584466633056355	0.19680250230463514	0.0014333997335479465	0.0034035301104791654
ANXA3	8.670009740807416	8.473308462483578	0.19670127832383777	0.05553555140917299	0.08886078564960978
PPM1G	11.172816676058694	10.976127263059658	0.19668941299903686	7.628928482272812E-7	3.855106701419324E-6
C17orf66	0.9420611777550637	0.7455294516536973	0.19653172610136638	0.03915568948677606	0.06517121339180823
SLC3A2	12.06711290668553	11.87062321094291	0.19648969574262054	6.57360434341836E-6	2.646297133119699E-5
HSH2D	7.735067624283671	7.5385783058043145	0.19648931847935636	0.16177587683511718	0.22430622526997748
JUNB	11.179295683245982	10.982833624917276	0.19646205832870578	0.045535734922397375	0.07448996716129534
NSMF	9.566338092821272	9.369880937455871	0.1964571553654011	0.0010669097914166592	0.0026155015643128544
DNPEP	11.097323842314227	10.900993685934807	0.1963301563794193	3.494175106366626E-5	1.1879021287502146E-4
ASPG	2.35922020323313	2.1632103751733935	0.19600982805973644	0.7288197671928232	0.7878711699481032
MGMT	9.109225222804548	8.9132210020491	0.196004220755448	0.0029550170044917445	0.006524826586542636
EMC10	11.324929304845332	11.12894639286528	0.19598291198005136	2.3482952334674678E-5	8.31722146867163E-5
FAM78A	6.197044992063557	6.00107695397503	0.1959680380885267	0.012932105703842955	0.02448482265083563
TMCO6	7.807394113989481	7.611501036657709	0.19589307733177197	1.6597536391560475E-4	4.910239323637092E-4
MYT1L	0.6755813754724128	0.4797054796685649	0.1958758958038479	0.06783101683764725	0.10578339430101316
MPO	1.7890485351453127	1.59322893237445	0.19581960277086274	0.053106485650496804	0.08541687862464434
RP11-505K9.4	2.7225806352002726	2.5267978199430887	0.19578281525718388	0.17665226679977386	0.24214896002991734
RRAS	10.201619646893745	10.005875177877641	0.19574446901610365	0.004337620730394343	0.00922105156320086
NTRK1	3.2293016012043285	3.0336111936364136	0.1956904075679149	0.06848252010232014	0.10662594307116821
GAR1	9.396760060741785	9.20115738833787	0.19560267240391482	1.166039650446482E-5	4.455710053279759E-5
MRPL11	10.508520767352218	10.312923076380269	0.19559769097194923	1.3800056271828787E-5	5.1692024850379654E-5
C21orf67	6.21034814386537	6.014805092488142	0.1955430513772276	0.006522470912805889	0.013315462421703941
KTI12	7.5820429779252505	7.386531099168167	0.19551187875708376	1.3331754672440965E-6	6.362628828472088E-6
RNF44	9.283170118518374	9.087699975849187	0.19547014266918694	4.457152726830005E-4	0.001193905948831123
AMY2B	6.834783526927436	6.639537220333155	0.19524630659428066	0.05741108588577659	0.09136409438585838
KMT2B	6.797956631973638	6.602729098745353	0.19522753322828468	8.943329066483097E-4	0.002235464026335303
F5	4.78595896054461	4.590920482191345	0.19503847835326482	0.13787762829071648	0.19618934029459556
NCAPG2	8.367747429333859	8.172731589458923	0.19501583987493554	0.0036087064109402434	0.007829611765075496
RPS16	15.442816889860728	15.247893177388276	0.19492371247245188	0.0019384705384936085	0.004466526498867105
AHSG	0.4661837781219868	0.2712627841342046	0.19492099398778218	0.06730176832787871	0.10514710515461327
PPP1R9B	9.52471908132849	9.329821723281746	0.19489735804674346	0.006627550994432796	0.013508781053230005
RNF223	5.452553214426926	5.257661639732457	0.19489157469446905	0.14007430540372534	0.19877148589782187
GMNN	9.009436678419155	8.81458436054237	0.19485231787678536	0.0050730096985359685	0.010623163462083139
UGT1A1	0.6691687240818953	0.47442047493287115	0.19474824914902417	0.0840593430738441	0.12759532889321962
AC012215.1	0.38398905572810477	0.18926772206591505	0.19472133366218972	0.36591499434515595	0.4483948241834195
HIST1H1A	0.5604255715515489	0.36580897200723206	0.19461659954431687	0.004663662901454035	0.009847493189713726
UBE3D	5.827099415146285	5.632483887512717	0.1946155276335677	0.026443387687387743	0.046027618901147434
ALOX12	2.581766209096934	2.3872226504459286	0.19454355865100537	0.28309784077995315	0.3618851601238511
MAP3K11	9.973239413846558	9.778724025294537	0.19451538855202166	1.2974553845745973E-5	4.889149071771688E-5
SYTL1	8.722326033098014	8.527878700570039	0.1944473325279752	0.013586844651820806	0.02559673267807598
CHI3L2	8.392246412817414	8.197906519352346	0.19433989346506841	0.6204815550529267	0.6939029831516058
GRM2	3.037377038745638	2.843052841986023	0.1943241967596152	0.04172024538989083	0.06894193893845312
RPL38	15.514859154110377	15.320578640462521	0.1942805136478558	7.474132347350393E-4	0.0018995101634097875
FAM24B	6.057414264003293	5.863261078999399	0.194153185003894	3.5646308617720557E-4	9.765201151412859E-4
TRPV2	7.838799403560617	7.644821949336475	0.19397745422414214	0.016244887905775385	0.029983976744702674
MED10	9.562605959907577	9.368709500562813	0.19389645934476363	1.1262649250509682E-4	3.4566122034088696E-4
PIGY	7.60436556901657	7.410485339257209	0.19388022975936092	0.0076528867138302425	0.015352982246340203
MDH2	12.094155048001033	11.900311620935568	0.19384342706546498	4.565365842035263E-6	1.917095750868024E-5
ESR2	2.536621980808793	2.342802058274863	0.1938199225339301	0.009878757747758704	0.019256334807040726
GRIPAP1	9.273238413875486	9.079480808010095	0.19375760586539137	2.815724933002972E-4	7.896517166592258E-4
HPCAL4	1.379310549098341	1.1855655763525126	0.19374497274582847	0.05748821869376619	0.09144688958431914
NPLOC4	10.048098611298892	9.854376735896498	0.19372187540239416	2.5547566102956942E-5	8.954431752637642E-5
R3HDM4	10.660915331510152	10.46722534113577	0.1936899903743825	1.5548462049208567E-5	5.741455613142466E-5
STX4	10.234295551013217	10.040682477187088	0.19361307382612836	1.1657376121043672E-4	3.5657395686336475E-4
SCN5A	1.7498281547412122	1.5562166200238425	0.1936115347173697	0.20842827702654543	0.2793359173748948
ATG4B	10.101056094936142	9.907448071046307	0.19360802388983522	1.0779000896299351E-6	5.251663037009197E-6
GATAD2A	9.824718221372981	9.631127684654645	0.19359053671833593	4.691081619823123E-6	1.963096931530761E-5
GRAMD1A	10.834929219310146	10.641349931180287	0.19357928812985925	3.3223458972275743E-5	1.1335062472894077E-4
DUS2	7.872394566504925	7.678829681023739	0.19356488548118556	3.336590530167438E-5	1.1377267690584044E-4
PTRH2	9.793943217987307	9.600460058414313	0.19348315957299356	0.0015743735940985104	0.0036958612910185707
RPUSD2	7.492535868434731	7.299173769463957	0.19336209897077428	3.1596407612521915E-7	1.7337564791782136E-6
STAC2	5.841164027874334	5.647813733652418	0.19335029422191585	0.5757452605155214	0.6523656246194659
UBA7	9.281197839839223	9.087982612603549	0.1932152272356742	0.0208375800815378	0.037322384780189455
TMEM234	8.270351740047294	8.077181928618826	0.19316981142846856	2.4633260358952747E-5	8.679066311805908E-5
PDCL2	0.3864668092372984	0.1933525571014797	0.19311425213581873	0.13427563424607847	0.1916930195884284
F2	0.8622765000593708	0.6692492493380835	0.19302725072128735	0.007901752534887674	0.01579136586912919
CNTROB	9.353802375044838	9.160800985202837	0.1930013898420011	3.32519019431432E-5	1.1340517569073484E-4
IL12A	3.5766769056592747	3.3836827511237177	0.1929941545355569	0.17558819574754114	0.24087166472990504
GBGT1	6.717683850848846	6.524701358189107	0.19298249265973855	0.01142859555742659	0.021932305826328036
EWSR1	11.931126740778964	11.738145356302615	0.19298138447634905	1.9431678488501802E-11	3.0746283981980437E-10
TMEM11	9.291125912522245	9.098145507826095	0.19298040469615074	1.1925472994223085E-5	4.541754792362836E-5
NDUFA9	10.7271831134566	10.534228323175856	0.19295479028074425	3.597338392169469E-6	1.547348294713991E-5
SPDYE2	4.788003050020028	4.595096478672159	0.19290657134786926	0.02912179465843845	0.05019079439003322
OIT3	2.0494419394230015	1.8566444135713178	0.19279752585168364	0.08734299278665658	0.13191993569668184
C21orf119	7.708029387673033	7.515237757516461	0.19279163015657197	0.0016880805407217814	0.003939936281894795
WNT7A	0.6699640473031775	0.47730661465267354	0.19265743265050395	0.06750718196387351	0.10538666191720078
MRPL15	10.59535200865575	10.402715244771315	0.19263676388443507	0.012237494356224343	0.023317560913952474
PMVK	10.78035232404427	10.58775943104997	0.19259289299430016	0.00172455829996776	0.004016837927997551
TMED1	9.599295190657719	9.406735603693207	0.1925595869645118	3.501189011578809E-4	9.614543769432037E-4
GALNT13	3.556897397461072	3.3643712756397366	0.19252612182133522	0.40294146956715005	0.48650026808253355
SHMT2	10.856267231535098	10.663753413872845	0.1925138176622525	1.1110099866395995E-4	3.4132445810864347E-4
NDOR1	7.566198451932253	7.373740071356858	0.19245838057539544	1.5127001520642835E-4	4.5103626668950114E-4
RPS4Y1	0.7834575743055145	0.5910135729086922	0.19244400139682238	0.047738088473053164	0.07768102816933918
NOS2	2.904011146954793	2.711576458769531	0.1924346881852621	0.32153163676795327	0.4023177031135668
FRMD4A	8.805209740491991	8.612805097748426	0.19240464274356484	0.011119807241774304	0.021405129424711303
SCAMP5	7.837322959454404	7.644926446433261	0.19239651302114336	0.021087768715715494	0.0377185664752122
VPS28	12.477183109308273	12.284955585100224	0.19222752420804845	0.0020061834774511844	0.004609716564640546
PTCD1	7.374021727402002	7.181828907122952	0.1921928202790495	1.6325568345521013E-5	6.0052767260882385E-5
TCF24	1.1283766532237847	0.9362193287930832	0.19215732443070144	0.06504748549060957	0.10201901530786958
DOCK6	8.732535483793482	8.540401217273711	0.19213426651977095	3.857906814416223E-4	0.0010461613892815405
YIF1A	11.137676054554008	10.945771206896474	0.19190484765753446	1.3750863866679452E-5	5.15501714162137E-5
GAPDHS	0.5085520612651905	0.3167128052045918	0.1918392560605987	0.007702090418794438	0.015436389425232126
PDE6H	0.5879196853902511	0.3961479800968875	0.19177170529336357	0.025422891522578928	0.04441263313277769
SEC13	11.542816729619389	11.351067965604633	0.19174876401475593	6.144769420179941E-6	2.4890689653095435E-5
MAPK7	7.950140458796506	7.758427659925374	0.1917127988711318	0.0032546213173634264	0.007121610408725546
LRRC37B	7.474228229660527	7.282539628667005	0.1916886009935217	0.003481850880824089	0.007574231753651256
NGFRAP1	11.348591429577088	11.156943696868488	0.19164773270859925	0.08770606409549819	0.13240242368262709
E2F5	8.22478796655889	8.03322100548881	0.1915669610700803	0.008406769859835683	0.016658045118847508
WNT11	5.577444579077056	5.3860130930673815	0.19143148600967486	0.3002140613074622	0.38032126353168483
TMEM189-UBE2V1	1.816590757654744	1.6252580137427997	0.19133274391194433	0.16532855791668788	0.22858819441077433
C8orf44	6.6617616608286525	6.4704725131581675	0.191289147670485	0.0013456782789682542	0.0032162064063739953
RILP	7.1022511797915175	6.9109635147756485	0.19128766501586902	0.011595513769930288	0.022219854458961533
FZD2	6.8337338488120025	6.642478832111915	0.1912550167000875	0.02829336547055228	0.048897207434968504
UPF1	10.019578206676007	9.828323685739726	0.19125452093628148	1.2335794830065083E-8	9.495329477816792E-8
WRNIP1	10.279225147515044	10.08804155148329	0.19118359603175428	2.878436250819405E-5	9.973759703181698E-5
PSMB2	10.326197054181426	10.135044652660259	0.1911524015211672	3.288394101541581E-5	1.1238174775243998E-4
SLC36A2	0.4989819540397127	0.30783905286750946	0.19114290117220323	0.014411055823270513	0.026970932962018558
GJB7	1.2647899275101662	1.0736829392090013	0.1911069883011649	0.1096655692930707	0.16070400289390116
EIF3G	12.091126688447522	11.900029722897504	0.19109696555001854	1.2596236581929876E-4	3.8214669436966E-4
C17orf97	7.206118838151943	7.015042203139302	0.19107663501264138	0.03919295910139675	0.06522728421407636
CTBP1	11.234577461523434	11.043664427848336	0.19091303367509838	1.663193606749047E-5	6.101950436364554E-5
SDS	7.757253294775781	7.566542768355533	0.190710526420248	0.02373706702404066	0.04184893171750517
AC138969.4	9.526267163502123	9.335623034273889	0.19064412922823415	0.031795795838992946	0.05423480695136644
UCP3	4.463188415296038	4.27265939429214	0.1905290210038979	0.026073055302565762	0.04542208562945549
KCNJ14	3.97496485006639	3.7844757241704996	0.1904891258958905	0.02528175309332259	0.044187263659845585
AC109829.1	2.0652872773321653	1.8748104026829444	0.19047687464922092	0.050258802317997286	0.08136841566498058
SLC2A8	8.536690059863577	8.3462455218116	0.19044453805197747	2.380535190593669E-4	6.79428097337281E-4
ZDHHC18	8.799084053167222	8.608679109702575	0.19040494346464776	5.490722149910088E-4	0.0014396347796452997
NSUN2	10.229718384373989	10.039376971349819	0.19034141302416963	7.55755461450125E-5	2.3978777811724174E-4
MYO18A	9.08042234434061	8.890103761466325	0.19031858287428527	0.013387414066305725	0.025270686668279422
GAL3ST2	2.565342733749265	2.3750425076475232	0.1903002261017419	0.040612476560560995	0.06729455219005885
PACS2	9.52000008738861	9.329836359655694	0.1901637277329158	1.1639435106847174E-5	4.4495674258165556E-5
OAF	8.725565966178701	8.5354603727432	0.1901055934355007	0.007702090418794438	0.015436389425232126
SH3BGRL3	12.067887423893684	11.877819059131456	0.19006836476222766	0.0010463965547726772	0.002569364170893892
ZNF444	9.239716611401754	9.049717755033656	0.18999885636809744	0.001621591200398953	0.003799359184570402
SPRR2F	0.5979283701563848	0.4079424349385985	0.18998593521778628	0.09234795569432253	0.13837756862802383
C12orf79	3.4222080876126983	3.2322358172656407	0.18997227034705766	0.28715835785466104	0.3662787514532208
C21orf90	1.827491685260323	1.6375598967931508	0.18993178846717207	0.24178393462311043	0.3172684643962884
PSMD2	12.097464743407025	11.907537221756012	0.189927521651013	6.940973246827298E-6	2.780664425235784E-5
NOX1	1.1409814628350812	0.9510795595591065	0.18990190327597467	0.03763532550494575	0.06288206863266715
INO80E	10.42500025009328	10.235118593185833	0.1898816569074473	1.0655488426214443E-4	3.2902298273688953E-4
EIF3B	11.45492939935627	11.265059010389779	0.1898703889664919	4.430391550847013E-6	1.8660104284002265E-5
NDUFB8	11.872183084487077	11.682314519883088	0.18986856460398904	6.139085134360123E-6	2.487873130106065E-5
TIMM10	10.626267388379372	10.43640943118242	0.18985795719695098	8.619865523340486E-5	2.707571419646032E-4
ZNF575	5.280718669404271	5.091079970567259	0.1896386988370118	0.0016423807200429685	0.003842137144948304
AKT1S1	10.09993015124565	9.910534455836586	0.18939569540906298	4.2790926017000075E-6	1.8077205859930536E-5
SCAF1	9.669859690746827	9.480490271226735	0.18936941952009256	1.8617803629961127E-4	5.456508524442421E-4
HAPLN4	1.928737141526476	1.7393907916690547	0.18934634985742127	0.07573552369077319	0.11644536576246191
PPP4C	11.696056470442686	11.506735849853055	0.18932062058963162	6.084007073881015E-5	1.9649217384203058E-4
LRRC39	3.7697127345042105	3.580401958690181	0.18931077581402933	0.1212955272212125	0.17580852699981872
ZNF462	6.290016657502987	6.1008909933193225	0.18912566418366428	0.08636875538352151	0.1306543544351436
COPS7B	9.483803020518858	9.294717975801863	0.18908504471699494	5.519662547026627E-7	2.872937819561273E-6
PRADC1	8.978311318918754	8.789302613823008	0.18900870509574652	0.0018032924948384599	0.004183105708317161
WDR5	9.276971548039759	9.087967506183045	0.18900404185671427	9.786293131530677E-6	3.8009803905190166E-5
RP11-195B21.3	1.1559886357999976	0.9670030137013232	0.1889856220986743	0.11417122519026579	0.1665961343774634
RP11-468E2.4	3.9600405924259467	3.7711730316725545	0.18886756075339228	0.0030274613152180274	0.006667810554208576
GPR63	3.187738102181905	2.9989222237732536	0.18881587840865155	0.10585003836232276	0.15573928733677672
SLC35G5	1.044076011182772	0.8552846263484216	0.18879138483435043	0.017099426278487928	0.03134521906228708
