Gene	pv_race	pv_gender	pv_condition	pv_age	Residual
ABCC10	9.68576587180738e-07	4.59985547435092e-07	4.8952352501019e-313	0.0714951305042486	283.998223829879
ABCC11	0.297281707925166	9.13357084389888e-11	2.03170033740192e-113	0.0105804038624423	1080.10980068175
ABCC12	0.365239465735145	1.20752238271979e-11	6.92621060260455e-52	0.0112675384205088	613.503473837513
ABCD1	0.000431048099392096	0.00993837438276061	1.04772471248638e-90	0.727705160208211	298.230790601639
ABCD2	4.44045189383301e-11	0.248187668247182	1.21141221038403e-157	0.371201568994813	954.76517078384
ABCD3	0.26680467020432	4.34821952275988e-06	1.67034342616124e-111	0.306952831084304	269.74416478021
ABCD4	0.467558024933227	3.01777841324025e-09	4.16093132629344e-159	0.60426641044546	232.657423442078
ABCE1	0.00303673703413236	0.00406631575458615	1.61119865119985e-241	0.839100551488453	168.702974083401
ABCF1	0.249086547851796	0.921543339871592	2.69128720506239e-195	0.237281150689273	153.48918428924
ABCF2	0.534886755897847	9.62388823068062e-05	5.04754322503121e-114	0.487880222665123	148.405228735561
ABCF3	0.280767473542517	1.01626502108075e-09	4.04473921898723e-259	0.308789780266452	144.281496205167
ABCG1	0.000457921977322123	0.000107477598214249	3.79857567556351e-158	0.214578847174901	681.468158840591
ABCG2	3.55306617884466e-16	8.51551264039073e-07	0	0.712318096405583	1512.52176480081
ABCG4	0.000854774865447186	5.57224619015869e-26	0	0.159350310354983	711.028269683005
ABHD1	0.22625388463848	2.98317488836277e-07	6.7628638103433e-104	0.314220321981004	1442.20722117298
ABHD2	0.0664120323806328	3.35317349528043e-06	2.18970013535581e-141	0.628627435205528	596.996428591973
ABHD3	0.0975332848446874	5.04441816044594e-09	3.38847149137637e-249	0.128902067975739	529.450691305881
ABHD4	0.184696744513028	0.22780681217737	4.51134962246696e-132	0.711773718517303	363.269460711287
ABHD5	0.000854346774989707	2.47147147005926e-06	2.40326347970265e-167	0.53879739031692	227.084089623897
ABHD6	0.00306163158832227	1.04732294791319e-10	0	0.414371586340682	497.229251345563
ABHD8	0.276356369201572	1.65581337961322e-06	2.22048166232238e-299	0.849384451502987	343.204743287697
ABHD10	0.651926154778516	1.81419790678963e-07	3.29765718688415e-169	0.100715432017175	232.004285368742
ABHD11	2.5160221196459e-13	0.00230631192878568	6.43543239916499e-213	0.505216710014276	554.672910191516
ABHD12	0.898993742249283	2.59589300896061e-07	1.41800709789725e-212	0.944973158044841	199.795613509803
ABHD12B	0.579399566465769	0.296101966136235	6.11742439028417e-33	0.934974940542434	2489.20051997581
ABHD13	0.0158922241891294	3.6929304500659e-05	1.63436669433607e-56	0.693620390687628	176.866188311739
ABHD14A	0.729351205444781	2.63411171119085e-19	0	0.952902967514033	350.11280652732
ABHD14A-ACY1	7.28957723165161e-09	0.00145478657496818	1.84603883661416e-123	0.433373199855264	747.562343045597
ABHD14B	1.17192771435807e-08	0.000699452644245375	0	0.210346765444734	251.39438528812
ABHD15	0.526582556946788	1.11621846932898e-05	1.98771577720247e-162	0.564153815788703	255.036037309162
ABHD16A	0.68957994518116	7.45220386042789e-40	1.26111372126349e-273	0.19888452809415	128.175002913734
ABHD16B	1.30860535478765e-11	0.873662409783275	3.18970333351457e-51	0.885775330594919	462.02369676525
ABHD17A	0.0127101303103373	0.314644133418821	1.2390438004678e-29	0.473691748832017	236.03518682022
ABHD17B	0.0432381963338109	0.000684768108910748	2.41925048882392e-98	0.48846542729951	230.54713195801
ABHD17C	0.129787201494945	4.11432437473244e-13	0	0.329663956319938	687.845935612714
ABI1	3.58385347729814e-10	2.39756916260303e-11	2.3316260591835e-157	0.722709876538641	141.001768391888
ABI2	0.00153823810533658	3.26747220176511e-05	1.0101182805442e-85	0.134676531653821	295.304966982683
ABI3	6.73295232563719e-08	0.014896746142563	2.19361256562315e-226	0.40038183253777	744.402739148164
ABI3BP	0.249910212178572	0.000869190334771839	1.38037178910159e-217	0.318779836064662	2358.75840444279
ABL1	0.0115758989959913	1.17147637741918e-17	6.42615116417312e-111	0.0975113628631541	232.827315424024
ABL2	0.0197007680360986	0.0432367441943861	1.44878727658124e-85	0.13318889808891	405.427936373813
ABLIM1	0.458790266558928	0.0244762591906045	7.44014465994805e-48	0.758628999321753	579.955766235517
ABLIM2	0.0398627021375021	4.14903453341674e-05	4.33456490964847e-189	0.267516666716125	1065.92405250142
ABLIM3	0.176253867937467	1.71597784672033e-07	0	0.00136137798483432	1388.91630271663
ABR	4.21727423561842e-07	1.74559089617655e-11	9.1717157261538e-147	0.203860453285238	394.174855744169
ABRA	0.237864102781915	0.0024239158324383	2.19805204823305e-27	0.330060503889702	726.30424878153
ABRACL	0.469090139556078	0.000559932057316993	1.03854898600283e-161	0.709335238853638	506.901119832151
ABT1	0.850732322570574	0.042162389445989	4.65423075925749e-180	0.233223970969986	129.26144648669
ABTB1	0.000150606265327364	1.02660587909242e-07	9.5323395990931e-45	0.197826803746434	377.984360225747
ABTB2	0.612502677209365	0.000163798975540646	5.84997731190414e-114	0.614999766344345	1022.3954750743
AC002310.13	0.589261118564359	0.239050512862228	0.000510634174630109	0.0609438904283576	565.487945455044
AC002365.1	0.826092219745736	0.0381217462557181	3.19556804193495e-26	0.0627410692131657	915.676707158558
AC002398.9	0.192140761543099	1.56344732227006e-05	8.65919540008506e-18	0.794424241306487	3263.9772873615
AC002985.3	0.0785540070974289	0.00696385257525371	1.56527252058992e-13	0.551984944937571	1056.95164304892
AC003002.4	0.491652001078655	0.0648624351645422	0.474926972006778	0.543205740704743	216.892378932968
AC003002.6	0.0273142504545443	0.313725224519927	6.3107413049017e-43	0.316168160468927	1442.59648954145
AC003005.4	0.261327216481057	0.755125714688138	0.00401344472235351	0.0462295616570951	1206.23856622303
AC003006.7	0.0437941529072859	0.0725717494515631	6.13166721904907e-15	0.993566311413556	2664.97123390503
AC003101.1	0.275634026538123	0.876825286095503	0.0357313391053633	0.30969437449286	225.860122426494
AC003102.1	0.346214340263848	0.00495044501080657	1.19177266541729e-59	0.248240093582226	1974.74367126375
AC004017.1	0.0539608524515667	8.24950022040834e-18	3.58750965984073e-131	0.40067890486146	4194.11027991486
AC004076.7	0.967535573250452	0.401891752722534	0.00988369000323178	0.395634748025581	432.408036068403
AC004076.9	0.547890762287599	0.000387240492303351	2.5022607064101e-34	0.743580316040471	2270.26615425294
AC004381.6	0.37516567599152	2.09846049979503e-08	2.72441147664927e-111	0.505756796785562	426.953337664058
AC004466.1	0.100370429590303	1.42178481701923e-10	2.64661341482788e-209	0.67980552736661	695.880353805323
AC005003.1	0.0430267391421607	1.42784943294351e-08	2.07802564377503e-82	0.756824726126168	611.671075182244
AC005082.1	0.747493098643011	0.386786642756231	0.370308682368434	0.982905455101397	265.085919253267
AC005481.5	0.531504419863324	0.00176599010988002	1.04986987232263e-36	0.205266283887433	736.470288417918
AC005544.1	0.220254495649788	0.015744945685293	3.34955033651611e-30	0.363681052671258	1364.56666014969
AC005609.1	0.0942749630340753	2.35221868950121e-13	5.28406305138808e-148	0.874956409361705	1619.90873972179
AC005779.2	0.123177871669455	0.946695795694582	3.212839881781e-17	0.801506484063787	1130.15481789718
AC005841.1	7.75811450006555e-08	0.108219312949338	4.95406394925329e-10	0.740852183980292	1464.98350923907
AC006116.20	0.00427581949301284	4.67344325985773e-08	3.79026303855502e-297	0.926606237628449	2059.73894522639
AC006126.3	0.136954541086851	0.704889391190395	1.734762755227e-33	0.57278022650997	1217.17281099612
AC006132.1	2.20339298828943e-12	0.357762786777066	3.72090336318644e-27	0.114658966882173	1413.41671417157
AC006449.1	0.241279102470098	0.000474116991423584	1.51555509140486e-47	0.123267309334746	906.654938213993
AC006486.1	0.0441522050156335	0.221930136660186	3.44634933678435e-44	0.341606414338468	446.546253812847
AC006486.9	0.583753717080046	0.101961731523008	8.31571970756647e-16	0.310667355483304	1195.35191739703
AC006538.4	0.0450488392272063	0.444341035507318	1.18492000138876e-15	0.581326357546047	4577.04863040059
AC006547.14	0.000758931816051574	1.87768334406285e-06	5.36542878709692e-73	0.232599152972955	1404.8652443972
AC007040.11	0.717335107083948	1.40390981359421e-07	1.05710212868565e-73	0.491663416056888	662.164198443514
AC007382.1	0.0223351274800992	0.415616097561775	1.60034128171273e-26	0.736346336830034	5525.80366350819
AC007390.5	0.00347931856558932	0.0315489339772455	4.85622333386175e-29	0.115844613716601	154.222386073507
AC007401.2	0.0108526251110873	0.353975194473596	6.69316336033237e-11	0.359869718924388	2015.90034309765
AC007405.2	0.000113182605152001	0.349167493591327	6.55281465698354e-223	0.100960340024312	1852.92991716425
AC007461.1	0.282980161657965	4.0535827882327e-08	9.96000017527007e-205	0.472403412568862	1574.70683601244
AC007557.1	0.583147464928572	0.860186263935506	0.124898788752058	0.142425289050565	100.614446882157
AC007773.3	0.592624410851074	0.693945502574308	6.65196559658038e-08	0.205270032068802	1353.3890522548
AC007919.2	0.15706109980199	0.0532769334724657	8.04161330094505e-18	0.940555224456207	1565.7760004724
AC007952.5	2.6374461161088e-06	6.3961296766531e-05	2.32752198547813e-103	0.598652098457414	1452.13288337907
AC007952.6	0.698722969024644	0.000151896529067504	1.70297847724353e-45	0.0707815636906923	2393.24410318451
AC007956.1	0.803646078110371	0.0251694186964325	1.96187379582798e-14	0.375992741929053	1935.73054021446
AC008132.13	0.710376715199402	1.81253540137153e-41	4.9199889427798e-243	0.628701524847623	1245.73559918354
AC008443.1	0.0010799315886935	0.00139744175232006	7.21265367866577e-65	0.179751649518271	7586.31922539556
AC008948.1	0.0336507814125547	6.43749843189979e-13	0	0.521324680194518	2677.86667096764
AC008964.1	7.06981973033521e-05	9.71524596779864e-07	1.85736017480406e-212	0.243769578825179	1423.71848440937
AC009060.1	0.000755632719242061	0.0805513646678974	4.67787279286512e-77	0.0644458489919088	2200.84554649026
AC009065.1	0.382139271043687	0.0606614467528129	2.13914142461358e-42	0.396911311565142	1479.65846132374
AC009403.2	6.27876288914059e-09	4.19161635361297e-05	2.35063102643258e-89	0.195932376922813	542.76176819733
AC010327.2	0.00809646714388948	0.0258373409778421	9.5823540236584e-42	0.440562475489602	5891.01474056269
AC010336.1	0.586959554079892	0.131832264315774	8.17859683777134e-24	0.849930268742218	754.026422874525
AC010441.1	0.159823192155243	0.187301843490898	3.05309264998498e-86	0.429061555750731	979.394908378091
AC010536.1	0.0384129624371232	0.00128534599436569	4.40547311939694e-63	0.109655920362949	563.355914465725
AC010547.9	0.0877730828460341	0.000585295814759174	7.93434814282189e-73	0.960823712177851	944.066560089196
AC010642.1	0.0019881318287047	0.229930202792698	9.98833842667691e-81	0.148801663765625	486.707145370772
AC010646.3	0.65712153857431	0.319637050433763	0.0795702628870598	0.81013576008157	127.098162283265
AC011239.1	0.27977167487435	0.0997471570920423	1.19411502372148e-13	0.330251367600184	570.771466635729
AC011298.1	0.0117081882677729	0.0998395883528498	1.7718862880226e-42	0.149612754505479	1076.50121701973
AC011484.1	0.219184804180304	5.05633939969386e-10	1.95564925963052e-34	7.6636320030502e-05	2166.0897355465
AC011530.4	0.209839505309857	0.337054160599279	0.000397205473315983	0.726411234821134	2366.66535003501
AC011551.3	0.350514465092731	0.94680234547133	4.35197475514992e-17	0.278292123905155	1355.89107575269
AC011897.1	0.0838999963569199	0.838464382985067	2.9110126675928e-155	0.540366330277748	1240.14917814919
AC011997.1	0.170753600172544	0.000868339825461445	1.33050383026192e-173	0.289071715013624	915.430850540569
AC012215.1	0.00034761122873083	0.587740393399636	4.31486748361136e-191	0.281191228661093	1532.09440158518
AC012414.1	0.657129163113472	0.826325804722365	1.94291918270384e-08	0.813542872549534	642.982306810917
AC013449.1	0.0315564489565122	0.00788673269189989	7.08504062488926e-12	0.127697307534802	1876.48466239259
AC015688.3	0.767205742618728	0.0265044507044355	5.42096269723188e-48	0.764826863015218	1488.66646389544
AC015987.2	0.538352508355749	4.16602834676429e-12	1.3307720893469e-37	0.0594979835681536	242.486394904701
AC016251.1	0.946355024350455	0.011864862470538	2.42431238787669e-19	0.243917410465172	533.220247070766
AC016559.1	0.882138901865208	0.381818589140982	0.0125885880860366	0.298789778575391	696.617031932024
AC016586.1	0.836172099477841	0.779429131978932	3.43826170041254e-07	0.622007635899191	574.749360459147
AC016722.1	0.804070263127213	0.0229100439869552	9.81992284440754e-19	0.929667081533103	929.493951436254
AC016722.2	0.262653027379572	0.703032033848614	4.56047522466663e-06	0.877613384599511	730.014036438274
AC016745.1	0.426895618397279	0.424721382971669	0.00374262839492546	0.680350420122028	755.463484030062
AC016757.3	0.0730761150982089	0.00152484780201681	2.93299497268461e-32	0.00233420687074779	1703.36595017079
AC016885.1	0.469509474859291	0.473632118534671	5.70540515376482e-25	0.398043829127003	1120.22291211438
AC017028.1	0.0355334973630025	0.792696101051621	0.00834025180881791	0.726714054695642	360.366753638426
AC017081.1	0.952379928387563	0.0687559209375514	1.14501270808957e-12	0.904286053299043	470.916475524442
AC017104.2	0.0513756315936427	0.0233694563787144	5.62902287340836e-05	0.742377662232037	335.839753777234
AC018445.1	0.267861896308381	0.224875939106948	1.50486399404968e-21	0.387128591168484	1097.22279557941
AC018755.1	0.00327111146393429	3.32350726951437e-05	1.91097725716109e-226	0.570897914078421	536.589122681453
AC018816.3	6.59111155285422e-05	1.33272993044842e-08	2.23871828674697e-188	0.00161030944201468	1813.23313774764
AC018867.2	0.064835313948246	0.100571249806225	0.0269017408172712	0.429257255945353	3694.52273904203
AC019171.1	0.713059565140166	0.0936252563961463	3.75460769278673e-15	0.00283366384558336	2666.52279709764
AC019294.1	0.44434102552855	0.000209335397726515	9.137178675311e-47	0.786462022942505	1051.83691356615
AC020907.1	0.0131018145928588	1.81228386463418e-06	0	0.532273441882471	1871.68030404683
AC020922.1	1.19609202706605e-09	0.762374302906624	4.79016436569307e-58	0.696880082107766	1261.36062732894
AC021218.2	1.53452288270308e-05	1.99066825057671e-28	0	0.777984300839829	2135.15989475867
AC021860.1	0.783205814492092	2.52549123216207e-10	4.19813458111442e-85	0.270421073117553	1701.59381869425
AC022400.2	0.26337162105663	0.0214721133131038	2.33190628408879e-76	0.258761645734544	2488.69786455042
AC022431.2	0.00431533476470312	2.0375321195225e-10	0	0.150887433900889	1056.21719677557
AC022498.1	3.04544491206298e-06	0.013170521665243	1.09329155778128e-16	0.0997826153250645	784.443964043995
AC022532.1	9.9619384935356e-05	2.36212485154725e-05	1.91635594732626e-58	0.345577910025785	1222.42301641341
AC023590.1	0.0435537745736855	0.85468711864436	4.00208050564751e-53	0.133505896781726	1875.74130205639
AC024257.1	0.0502816452768313	2.43332859257698e-05	1.50111249914272e-118	0.68179325669386	519.801146126522
AC024580.1	6.29282726947767e-06	0.00041702225989972	2.57554553699258e-50	0.723699453619096	1599.00813654366
AC024592.12	0.957860197560387	0.0126296341295227	3.06660285765461e-10	0.825975313680875	678.548111404812
AC024940.1	0.00715042724896992	5.9717433344561e-07	2.42422701613349e-63	0.472475732416342	539.570525442469
AC025262.1	0.727690093515462	0.120119000413563	0.0230580461958078	0.956437337994203	7844.34272634044
AC025263.3	0.208805228376805	0.506828514605216	0.141093056223217	0.522582342332797	210.545202562409
AC026202.1	0.96108461230619	0.107239563897274	2.00683219578918e-06	0.941313378576033	469.89605197894
AC026703.1	0.000520907162828782	6.21726307615093e-15	4.3757058814281e-311	0.328647389347966	2771.79835530762
AC026740.1	3.91622854538725e-05	0.731179502351129	1.51236012381829e-123	0.654672549606301	1119.79100023037
AC027228.1	0.888284808324381	0.15605148723428	1.16184391163514e-12	0.546651601903621	640.586735555628
AC027307.3	0.321073430390227	0.764894010743083	1.64608544697996e-69	0.947249656551867	765.924543027826
AC027763.2	0.886261958137795	0.832734316811796	8.60787485762635e-212	0.313334397898514	264.157829927719
AC037459.4	0.26461662384273	0.00662907576347262	7.88564357671794e-32	0.393455412539596	6509.22368036683
AC040160.1	0.721361453656259	0.0818612254782562	5.84660911519919e-07	0.279867967728245	595.356873051867
AC040977.1	0.657657629463335	0.409068335150338	2.8321076098651e-36	0.347479900132877	7248.25213562079
AC061992.1	0.0479706254611753	0.000190471689225345	1.19254521673234e-30	0.212299407122002	2504.219322081
AC062017.1	0.000178674133641276	0.0104228001166248	3.83978695062207e-43	0.103590755466632	1209.35266699164
AC068533.7	0.0290986634851338	0.576564179763676	3.10191094556575e-51	0.602451151925159	2540.11760782998
AC068620.1	0.26170455758455	0.00630565389638011	3.84775281052359e-88	0.0795742669368677	1442.4161721422
AC068987.1	0.697973706128549	0.000487138274346972	2.76728109863582e-21	0.608929995987946	1528.85745213856
AC069368.3	0.000836784364957695	0.83613700878784	7.07517185748883e-35	0.478746050597293	2419.44098063714
AC069547.1	0.121354506663413	8.58670901722059e-29	2.34692970029686e-182	0.966841555860905	478.541130942699
AC073333.1	0.000281666806633959	0.0293011040332706	6.12318387304014e-42	0.286478939594769	303.492026189606
AC073343.1	0.218624875476014	3.23644542673193e-14	3.02472991169987e-83	0.309726677752855	1295.38237102179
AC074091.13	0.949709482206645	0.275533143202215	7.99667558238257e-219	1.1194338077946e-05	1375.2929321533
AC079210.1	0.0551345635491726	1.13547913800991e-20	1.15798256932983e-202	0.372854207750637	1052.00381977695
AC079354.1	0.0555794990264113	0.127612368245858	5.68712729614072e-87	0.378085544218459	1563.13144482365
AC079354.2	0.244528401924398	0.183440487477951	0.520725435201971	0.939803617202061	1012.95366806482
AC087477.1	0.219855468084545	0.000969619974487633	3.21106780271989e-60	0.624414996231082	687.891668589411
AC090186.1	0.913604066338236	0.325687624191353	1.19251528595996e-102	0.831132767339967	386.098383740841
AC090616.2	0.11925819966949	3.0628935413603e-26	7.6780300894534e-257	0.788563667267161	1256.85321467797
AC091801.1	0.975077535704782	1.30778307721971e-10	9.53824854132582e-28	0.76982542126382	1473.51054155537
AC092291.2	0.439176126493319	0.324450275878166	0.601009897962353	0.280900265430944	452.979536301798
AC092811.1	4.22445219874712e-07	0.000588751805698976	1.7740098675071e-129	0.397289449926132	1135.3201984848
AC092964.2	0.478604729674451	0.730036356099717	9.95776773265578e-10	0.898130827278463	3137.20600176135
AC093157.1	0.0286772515386586	0.0654205832464994	4.2810175959181e-34	0.0529799975581323	956.364633104095
AC093323.1	0.0393449062827078	0.38240455183247	8.66047904165324e-50	0.843796385191197	734.704667104414
AC093677.1	0.00117809338431995	0.424927814373326	2.14135616129897e-09	0.385157915303738	945.821440085136
AC096677.1	2.61743786362414e-05	7.44793151861777e-10	7.09061275837851e-149	0.3375130098592	1616.50138006337
AC103801.2	0.28501306383492	0.876734267254295	7.39010114402859e-36	0.345523085690824	3038.37992149855
AC104057.1	0.00191240241063734	0.284460694972278	8.95603877197682e-17	0.0264330605678424	1068.58759420152
AC104532.2	0.827367798869155	5.39250631434621e-26	2.01224356298975e-107	0.74251307866815	3018.87822906482
AC104534.3	0.375539037632716	0.0395685440115846	1.46221400097232e-21	0.782663954256138	3388.7192401512
AC104667.3	8.39252788846613e-08	1.90571739165847e-05	1.02468311796391e-133	0.972337098994902	1483.43908716178
AC104809.3	0.0711859647632618	0.0811988554326327	1.22042368388065e-163	0.664692911575954	2265.07651263343
AC105020.1	0.235174725725117	0.882989383567405	5.54349243283393e-50	0.948280405869144	1348.39540128224
AC106873.4	0.145505453351409	0.0118475327016088	0.0649737538933623	0.474224443229143	341.097065241678
AC106876.2	2.63123306314529e-09	3.78398043639081e-07	0	0.648633647292274	2400.36419566997
AC107021.1	1.10067955992808e-07	0.820469752786572	5.38257338545053e-236	0.193322413667138	1199.59319753414
AC109829.1	0.039475555358973	0.142470863245869	5.64202745054202e-60	0.0475396775663143	1149.68581401268
AC110615.1	0.843976621078413	0.0110557782298992	0.000191209232728606	0.618343948919254	3043.68307196404
AC110619.2	0.872153281787452	1.55150079316171e-14	1.91666433844235e-234	0.352907804339497	1717.79268193254
AC110771.1	6.12277914576698e-11	0.00430519437112082	7.25307344693385e-158	0.795159733151392	1112.83608783528
AC112715.2	0.395730911387543	0.516503756230368	4.94084303193287e-38	0.915808842528415	2234.43613617167
AC114494.1	0.000176867781861884	0.13765106629338	3.20201964835913e-12	0.830698563425298	2777.97413662219
AC114546.1	0.605392376545801	1.96748003567324e-06	4.46380725433912e-275	0.325266478492915	315.204447963335
AC115618.1	0.0001471652345886	0.23865631453788	7.74512419684858e-08	0.925523451131068	439.408903374259
AC116407.2	0.0249117286011457	0.691942281745859	3.46120559509531e-28	0.958613701885909	1767.30566965227
AC117395.1	0.0401120078134194	0.431894891425118	2.55867413078011e-110	0.219680541277638	1307.59929647239
AC117834.1	0.962120131690562	0.0426784995934833	6.09691314121162e-90	0.569474376619439	4956.22887511745
AC119673.1	0.395035556865413	0.158648899129866	1.09241067641564e-15	0.180117584954148	2832.82754298608
AC120194.1	0.395023852069617	0.089243010542406	6.70824759628838e-38	0.172816650012962	2443.27758685842
AC124890.1	0.791512871144937	0.00103910159825494	3.22376622733304e-08	0.668921405734839	1001.68068525294
AC126614.1	0.894034176245965	0.236385157813282	0.000592882244175154	0.716144366229751	897.631219225631
AC127496.1	0.000788984796788699	1.20493533984215e-05	2.74855843925458e-72	0.0840532343332983	670.802583572257
AC129492.6	0.549875692671687	4.41126304188262e-19	4.31208414354689e-88	0.053761863184169	1999.43555695661
AC131097.4	0.656821726205607	1.8691282137586e-25	2.88260112799347e-292	0.78467351263057	2298.61539577078
AC131971.1	0.0282877944413592	0.283090309343489	5.37660511281272e-35	0.837914736440622	903.095033089469
AC132186.1	0.0895479990624526	2.86892542061502e-06	3.31668308898309e-71	0.70217107580122	1025.81015560757
AC132192.1	0.00025344480494915	0.539948495676024	1.05424813743031e-23	0.572131384842381	3952.93883151348
AC132872.2	0.0311856989122355	0.7224975443891	6.11479126398778e-105	0.323930896150415	1041.70890959893
AC135048.1	0.000235963336674122	1.07154029403225e-06	3.65745258171894e-89	0.613910664851654	2224.09184795537
AC135178.1	0.0124948812576944	0.420862786572043	1.11122785899459e-80	0.351895759148321	806.831540719999
AC136297.1	0.00734112337379379	0.86754751735343	8.90968614806884e-41	0.637546642859891	3142.65206914755
AC137932.1	9.30219989312624e-06	0.19086832015375	1.77814613282767e-138	0.87448312018903	833.011434950301
AC138517.1	0.0293926626304429	0.00153656169571583	7.68065085080152e-142	0.874873550553974	1428.25298589072
