Up_MW	Up_limma	Up_Intersection_All	Up_Only_MW	Up_Only_Limma	Dwn_MW	Dwn_limma	Dwn_Intersection_All	Dwn_Only_MW	Dwn_Only_Limma	Dwn_Limma
	GAGE12I			GAGE12I					F8A1	F8A1
	F8A2			F8A2					DMTN	DMTN
	PAGE1			PAGE1					ARSE	ARSE
	GAGE1			GAGE1						
	PNMA6A			PNMA6A						
	RNF17			RNF17						
	NXF2B			NXF2B						
	NXF2			NXF2						
	MS4A8			MS4A8						
	CRISP2			CRISP2						
	TP53TG3B			TP53TG3B						
	CEA			CEA						
	IFI35			IFI35						
