Up_MW	Up_limma	Up_Intersection_All	Up_Only_MW	Up_Only_Limma	Dwn_MW	Dwn_limma	Dwn_Intersection_All	Dwn_Only_MW	Dwn_Only_Limma	Dwn_Limma
	PNMA6A			PNMA6A					F8A1	F8A1
	MAP1LC3B2			MAP1LC3B2					SPATC1L	SPATC1L
