Up_MW	Up_limma	Up_Intersection_All	Up_Only_MW	Up_Only_Limma	Dwn_MW	Dwn_limma	Dwn_Intersection_All	Dwn_Only_MW	Dwn_Only_Limma	Dwn_Limma
F8A2	F8A2	F8A2		LBP					F8A1	F8A1
F8A3	F8A3	F8A3		SPANXB1					FMO1	FMO1
	LBP			SPANXB2					SPATC1L	SPATC1L
	SPANXB1									
	SPANXB2									
